"plantid","Plot","trt","Year","surv","obs.alive","No.leaves","Leaf.length","No.umbels","edited","proc.note","demo.note"
"3858_2_6B",2,"control",2016,TRUE,TRUE,3,10.1,0,FALSE,,""
"3858_2_6B",2,"control",2017,TRUE,TRUE,3,8.3,0,FALSE,,""
"3858_2_6B",2,"control",2018,TRUE,TRUE,3,13,1,FALSE,,""
"3858_2_6B",2,"control",2019,TRUE,TRUE,1,13,0,FALSE,,""
"3858_2_6B",2,"control",2020,TRUE,TRUE,1,11.8,0,FALSE,,""
"3858_2_6B",2,"control",2021,TRUE,TRUE,2,19,0,FALSE,,""
"3858_2_6B",2,"control",2022,TRUE,TRUE,1,20,0,FALSE,,""
"3858_2_6B",2,"control",2023,TRUE,TRUE,2,13.5,1,FALSE,,"dead umbel?"
"3858_2_6B",2,"control",2024,TRUE,TRUE,1,11,1,FALSE,"","accidentally pulled when measuring"
"3861_2_7A",2,"control",2016,TRUE,TRUE,4,6.8,1,FALSE,,""
"3861_2_7A",2,"control",2017,TRUE,TRUE,4,5.2,0,FALSE,,"Could be 2 plants"
"3861_2_7A",2,"control",2018,TRUE,TRUE,2,8,0,FALSE,,""
"3861_2_7A",2,"control",2019,TRUE,TRUE,1,6,0,FALSE,,""
"3861_2_7A",2,"control",2020,TRUE,TRUE,1,6.7,0,FALSE,,""
"3861_2_7A",2,"control",2021,TRUE,TRUE,1,8,0,FALSE,,""
"3861_2_7A",2,"control",2022,TRUE,TRUE,2,10,0,FALSE,,""
"3861_2_7A",2,"control",2023,TRUE,TRUE,1,10.5,0,FALSE,,""
"3861_2_7A",2,"control",2024,TRUE,TRUE,1,10,0,FALSE,"","wilting"
"3864_2_8G",2,"control",2016,TRUE,TRUE,1,7,0,FALSE,,""
"3864_2_8G",2,"control",2017,TRUE,TRUE,1,8,0,FALSE,,""
"3864_2_8G",2,"control",2018,TRUE,TRUE,1,8,0,FALSE,,""
"3864_2_8G",2,"control",2019,TRUE,TRUE,1,11,0,FALSE,,""
"3864_2_8G",2,"control",2020,TRUE,TRUE,1,9.9,0,FALSE,,""
"3864_2_8G",2,"control",2021,FALSE,FALSE,0,,,FALSE,,"NP"
"3864_2_8G",2,"control",2022,FALSE,FALSE,0,,,FALSE,,"NP. Tag pulled"
"3865_2_9F",2,"control",2016,TRUE,TRUE,3,7,0,FALSE,,""
"3865_2_9F",2,"control",2017,TRUE,TRUE,3,7,0,FALSE,,""
"3865_2_9F",2,"control",2018,TRUE,TRUE,2,12.5,0,FALSE,,""
"3865_2_9F",2,"control",2019,TRUE,TRUE,1,11,0,FALSE,,""
"3865_2_9F",2,"control",2020,TRUE,FALSE,,,,TRUE,"NA; survival imputed based on subsq. record","no plant"
"3865_2_9F",2,"control",2021,TRUE,TRUE,3,12,0,FALSE,,""
"3865_2_9F",2,"control",2022,TRUE,TRUE,3,24,1,FALSE,,""
"3865_2_9F",2,"control",2023,FALSE,FALSE,0,,,FALSE,,"NP"
"3865_2_9F",2,"control",2024,FALSE,FALSE,0,,,FALSE,"","NP; tag pulled"
"3891_2_0J",2,"control",2017,TRUE,TRUE,2,16.5,0,FALSE,,""
"3891_2_0J",2,"control",2018,TRUE,TRUE,1,17.5,0,FALSE,,""
"3891_2_0J",2,"control",2019,TRUE,TRUE,1,12,1,FALSE,,""
"3891_2_0J",2,"control",2020,TRUE,TRUE,1,10.5,0,FALSE,,""
"3891_2_0J",2,"control",2021,TRUE,TRUE,3,13,0,FALSE,,""
"3891_2_0J",2,"control",2022,TRUE,TRUE,1,12.5,1,FALSE,,""
"3891_2_0J",2,"control",2023,TRUE,TRUE,1,14,1,FALSE,,"didn't track phenology"
"3891_2_0J",2,"control",2024,TRUE,TRUE,1,17.5,1,FALSE,"",""
"3905_2_1D",2,"control",2021,TRUE,TRUE,2,11,0,FALSE,,""
"3905_2_1D",2,"control",2022,TRUE,TRUE,2,13.5,0,FALSE,,""
"3905_2_1D",2,"control",2023,FALSE,FALSE,0,,,FALSE,,"NP"
"3905_2_1D",2,"control",2024,,FALSE,0,,,FALSE,"","NPNT; moss"
"3908_2_8B",2,"control",2016,TRUE,TRUE,6,6.5,0,FALSE,,""
"3908_2_8B",2,"control",2017,FALSE,FALSE,0,,,FALSE,,"No plant/dead?"
"3908_2_8B",2,"control",2018,FALSE,FALSE,0,,,FALSE,,"no plant"
"3908_2_8B",2,"control",2019,FALSE,FALSE,0,,,FALSE,,"no plant"
"3908_2_8B",2,"control",2020,FALSE,FALSE,,,,FALSE,,"no plant"
"3908_2_8B",2,"control",2021,FALSE,FALSE,0,,,FALSE,,"NP"
"3908b_2_8B",2,"control",2022,TRUE,TRUE,2,19.5,0,TRUE,"NA; tag modified for gap",""
"3908b_2_8B",2,"control",2023,TRUE,TRUE,1,13,0,TRUE,"NA; tag modified for gap",""
"3908b_2_8B",2,"control",2024,,FALSE,0,,,FALSE,"","NP"
"3934_2_3H",2,"control",2017,TRUE,TRUE,1,7.5,0,FALSE,,""
"3934_2_3H",2,"control",2018,TRUE,TRUE,1,8,0,FALSE,,""
"3934_2_3H",2,"control",2019,FALSE,FALSE,0,,,FALSE,,"no plant"
"3934_2_3H",2,"control",2020,FALSE,FALSE,,,,FALSE,,"no plant"
"3934_2_3H",2,"control",2021,FALSE,FALSE,,,,FALSE,,"NPNT, maybe new tag 3964"
"3934_2_3H",2,"control",2022,FALSE,FALSE,0,,,FALSE,,"NP. Tag pulled"
"3964_2_3H",2,"control",2021,TRUE,TRUE,1,8,0,FALSE,,"maybe old tag 3934 that was NPNT"
"3964_2_3H",2,"control",2022,FALSE,FALSE,0,,,FALSE,," NP. Separate from 3934"
"3964_2_3H",2,"control",2023,FALSE,FALSE,0,,,FALSE,,"NP. Tag pulled."
"3965_2_11A",2,"control",2021,TRUE,TRUE,3,15,2,FALSE,,""
"3965_2_11A",2,"control",2022,TRUE,TRUE,1,23,0,FALSE,,""
"3965_2_11A",2,"control",2023,TRUE,TRUE,1,17,0,FALSE,,""
"3965_2_11A",2,"control",2024,,FALSE,0,,,FALSE,"","NP"
"7560_2_17J",2,"control",2022,TRUE,TRUE,1,12,0,FALSE,,""
"7560_2_17J",2,"control",2023,TRUE,TRUE,2,13,1,FALSE,,""
"7560_2_17J",2,"control",2024,,FALSE,0,,,FALSE,"","NP"
"7563_2_7A",2,"control",2022,TRUE,TRUE,1,11.5,0,FALSE,,""
"7563_2_7A",2,"control",2023,TRUE,TRUE,1,7,0,FALSE,,""
"7563_2_7A",2,"control",2024,TRUE,TRUE,1,10.5,0,FALSE,"",""
"7568_2_1C",2,"control",2023,TRUE,TRUE,1,7,0,FALSE,,""
"7568_2_1C",2,"control",2024,,FALSE,0,,,FALSE,"","NP"
"7569_2_14I",2,"control",2022,TRUE,TRUE,2,14,0,FALSE,,""
"7569_2_14I",2,"control",2023,TRUE,TRUE,1,11,0,FALSE,,""
"7569_2_14I",2,"control",2024,,FALSE,0,,,FALSE,"","NP"
"7624_2_2A",2,"control",2024,TRUE,TRUE,1,8.5,,FALSE,"","RSP in phen; umbel(s) gone"
"3015_3_0F",3,"control",2017,TRUE,TRUE,2,12.5,3,FALSE,,""
"3015_3_0F",3,"control",2018,TRUE,TRUE,3,18.5,1,FALSE,,""
"3015_3_0F",3,"control",2019,TRUE,TRUE,1,11,0,FALSE,,"one leaf partially eaten"
"3015_3_0F",3,"control",2020,TRUE,FALSE,,,,TRUE,"NA; survival imputed based on subsq. record","no plant"
"3015_3_0F",3,"control",2021,TRUE,TRUE,2,14,0,FALSE,,""
"3015_3_0F",3,"control",2022,TRUE,TRUE,3,17,1,FALSE,,""
"3015_3_0F",3,"control",2023,TRUE,TRUE,6,20,3,FALSE,,""
"3015_3_0F",3,"control",2024,TRUE,TRUE,4,24,2,FALSE,"",""
"3019_3_2A",3,"control",2017,TRUE,TRUE,6,18.5,1,FALSE,,""
"3019_3_2A",3,"control",2018,TRUE,TRUE,2,19,1,FALSE,,""
"3019_3_2A",3,"control",2019,TRUE,TRUE,2,15,1,FALSE,,""
"3019_3_2A",3,"control",2020,TRUE,TRUE,1,12,0,FALSE,,""
"3019_3_2A",3,"control",2021,FALSE,FALSE,,,,FALSE,,"NPNT"
"3019_3_2A",3,"control",2022,FALSE,FALSE,,,,FALSE,,"NPNT"
"3019_3_2A",3,"control",2023,FALSE,FALSE,,,,FALSE,,"NPNT > 2 years."
"3019_3_2A",3,"control",2024,,FALSE,0,,,FALSE,"","NPNT"
"3036_3_2B",3,"control",2016,TRUE,TRUE,12,10.6,,FALSE,,"2 stalks, top has been eaten"
"3036_3_2B",3,"control",2017,TRUE,FALSE,0,,,TRUE,"NA; survival imputed based on subsq. record","No plant/dead?"
"3036_3_2B",3,"control",2018,TRUE,TRUE,2,14,0,FALSE,,""
"3036_3_2B",3,"control",2019,TRUE,TRUE,1,8,,FALSE,,"no plant"
"3036_3_2B",3,"control",2020,TRUE,FALSE,,,,TRUE,"NA; survival imputed based on subsq. record","npnt"
"3036_3_2B",3,"control",2021,TRUE,TRUE,1,19.5,0,TRUE,"manuall fixed tag (see demo note)","replacing 3036"
"3036_3_2B",3,"control",2022,TRUE,TRUE,1,22,0,FALSE,,"was replaced by 3762 in 2021, but this year found both tags, and point at the same plant. Pulled the replacement tag"
"3036_3_2B",3,"control",2023,TRUE,TRUE,1,12,0,FALSE,,""
"3036_3_2B",3,"control",2024,,FALSE,0,,,FALSE,"","NPNT"
"3056_3_0B",3,"control",2016,TRUE,TRUE,8,7.4,0,FALSE,,""
"3056_3_0B",3,"control",2017,TRUE,TRUE,2,13.5,0,FALSE,,""
"3056_3_0B",3,"control",2018,TRUE,TRUE,3,16.5,0,FALSE,,""
"3056_3_0B",3,"control",2019,TRUE,TRUE,4,11.5,0,FALSE,,""
"3056_3_0B",3,"control",2020,TRUE,FALSE,,,,TRUE,"NA; survival imputed based on subsq. record","NPNT"
"3056_3_0B",3,"control",2021,TRUE,TRUE,3,19,0,FALSE,,""
"3056_3_0B",3,"control",2022,TRUE,TRUE,2,17,1,FALSE,,""
"3056_3_0B",3,"control",2023,TRUE,TRUE,3,23.5,1,FALSE,,""
"3056_3_0B",3,"control",2024,TRUE,TRUE,2,15.5,1,FALSE,"",""
"3071_3_0A",3,"control",2017,TRUE,TRUE,2,17,0,FALSE,,""
"3071_3_0A",3,"control",2018,FALSE,FALSE,0,,,FALSE,,"no plant"
"3071_3_0A",3,"control",2019,FALSE,FALSE,0,,,FALSE,,"no plant"
"3071_3_0A",3,"control",2020,FALSE,FALSE,,,,FALSE,,"no plant"
"3071_3_0A",3,"control",2021,FALSE,FALSE,0,,,FALSE,,"NP"
"3071_3_0A",3,"control",2022,FALSE,FALSE,0,,,FALSE,,"NP. Tag pulled"
"3081_3_1B",3,"control",2021,TRUE,TRUE,3,24,0,FALSE,,""
"3081_3_1B",3,"control",2022,TRUE,TRUE,4,22,1,FALSE,,""
"3081_3_1B",3,"control",2023,TRUE,TRUE,2,20.5,1,FALSE,,""
"3081_3_1B",3,"control",2024,TRUE,TRUE,1,26,0,FALSE,"",""
"3304_3_3B",3,"control",2016,TRUE,TRUE,3,11,1,FALSE,,"Dead leaves"
"3304_3_3B",3,"control",2017,TRUE,TRUE,2,13,1,FALSE,,""
"3304_3_3B",3,"control",2018,FALSE,FALSE,0,,,FALSE,,"no plant"
"3304_3_3B",3,"control",2019,FALSE,FALSE,0,,,FALSE,,""
"3304b_3_3B",3,"control",2020,TRUE,TRUE,1,10.7,0,TRUE,"NA; tag modified for gap",""
"3304b_3_3B",3,"control",2021,TRUE,TRUE,3,19,1,TRUE,"NA; tag modified for gap","next to 3831"
"3304b_3_3B",3,"control",2022,TRUE,TRUE,4,22,2,TRUE,"NA; tag modified for gap","next to 3831"
"3304b_3_3B",3,"control",2023,TRUE,TRUE,3,29,1,TRUE,"NA; tag modified for gap",""
"3304b_3_3B",3,"control",2024,TRUE,TRUE,4,19,2,FALSE,"",""
"3313_3_3B",3,"control",2016,TRUE,TRUE,1,2.4,1,FALSE,,""
"3313_3_3B",3,"control",2017,TRUE,TRUE,3,8,0,FALSE,,""
"3313_3_3B",3,"control",2018,TRUE,TRUE,2,14.5,0,FALSE,,""
"3313_3_3B",3,"control",2019,TRUE,TRUE,4,17,0,FALSE,,""
"3313_3_3B",3,"control",2020,TRUE,TRUE,1,10.7,0,FALSE,,""
"3313_3_3B",3,"control",2021,TRUE,TRUE,3,18.5,0,FALSE,,""
"3313_3_3B",3,"control",2022,TRUE,TRUE,2,18,1,FALSE,,""
"3313_3_3B",3,"control",2023,TRUE,TRUE,2,26,1,FALSE,,""
"3313_3_3B",3,"control",2024,TRUE,TRUE,1,21.5,0,FALSE,"",""
"3349_3_1F",3,"control",2016,TRUE,TRUE,7,13.1,1,FALSE,,"3 stalks, top has been eaten"
"3349_3_1F",3,"control",2017,TRUE,TRUE,6,25,2,FALSE,,""
"3349_3_1F",3,"control",2018,TRUE,TRUE,3,22,0,FALSE,,""
"3349_3_1F",3,"control",2019,TRUE,TRUE,7,17,2,FALSE,,""
"3349_3_1F",3,"control",2020,TRUE,TRUE,2,17.5,1,FALSE,,""
"3349_3_1F",3,"control",2021,TRUE,TRUE,2,16.5,1,FALSE,,""
"3349_3_1F",3,"control",2022,TRUE,TRUE,5,13,3,FALSE,,""
"3349_3_1F",3,"control",2023,TRUE,TRUE,7,28,3,FALSE,,""
"3349_3_1F",3,"control",2024,TRUE,TRUE,6,18,3,FALSE,"",""
"3461_3_4C",3,"control",2018,TRUE,TRUE,1,13,0,FALSE,,""
"3461_3_4C",3,"control",2019,TRUE,TRUE,1,11.5,0,FALSE,,""
"3461_3_4C",3,"control",2020,TRUE,TRUE,1,8,0,FALSE,,""
"3461_3_4C",3,"control",2021,TRUE,TRUE,1,15,0,FALSE,,""
"3461_3_4C",3,"control",2022,TRUE,TRUE,1,21,0,FALSE,,""
"3461_3_4C",3,"control",2023,TRUE,TRUE,1,22,0,FALSE,,""
"3461_3_4C",3,"control",2024,TRUE,TRUE,1,17,0,FALSE,"","accidentally pulled leaf"
"3462_3_2A",3,"control",2018,TRUE,TRUE,4,16.5,2,FALSE,,""
"3462_3_2A",3,"control",2019,TRUE,TRUE,2,16,0,FALSE,,""
"3462_3_2A",3,"control",2020,TRUE,FALSE,,,,TRUE,"NA; survival imputed based on subsq. record","no plant"
"3462_3_2A",3,"control",2021,TRUE,TRUE,1,16,0,FALSE,,""
"3462_3_2A",3,"control",2022,TRUE,TRUE,6,18,3,FALSE,,""
"3462_3_2A",3,"control",2023,TRUE,TRUE,3,21,2,FALSE,,""
"3462_3_2A",3,"control",2024,TRUE,TRUE,1,24.5,1,FALSE,"",""
"3463_3_0B",3,"control",2018,TRUE,TRUE,1,13.5,0,FALSE,,""
"3463_3_0B",3,"control",2019,TRUE,TRUE,1,12,0,FALSE,,""
"3463_3_0B",3,"control",2020,TRUE,TRUE,1,13.6,0,FALSE,,""
"3463_3_0B",3,"control",2021,FALSE,FALSE,0,,,FALSE,,"NP"
"3463_3_0B",3,"control",2022,FALSE,FALSE,0,,,FALSE,,"NP. Tag pulled"
"3507_3_3B",3,"control",2016,TRUE,TRUE,4,7.5,1,FALSE,,""
"3507_3_3B",3,"control",2017,TRUE,TRUE,1,12,1,FALSE,,""
"3507_3_3B",3,"control",2018,TRUE,TRUE,2,24.5,0,FALSE,,""
"3507_3_3B",3,"control",2019,TRUE,TRUE,2,17.5,1,FALSE,,""
"3507_3_3B",3,"control",2020,TRUE,TRUE,1,16.2,0,FALSE,,""
"3507_3_3B",3,"control",2021,FALSE,FALSE,,,,FALSE,,"NPNT"
"3507_3_3B",3,"control",2022,FALSE,FALSE,,,,FALSE,,"NPNT"
"3507_3_3B",3,"control",2023,FALSE,FALSE,0,,,FALSE,,"NP. Tag pulled."
"3568_3_2C",3,"control",2017,TRUE,TRUE,2,7,0,FALSE,,""
"3568_3_2C",3,"control",2018,TRUE,TRUE,2,18,0,FALSE,,""
"3568_3_2C",3,"control",2019,TRUE,FALSE,0,,,TRUE,"NA; survival imputed based on subsq. record",""
"3568_3_2C",3,"control",2020,TRUE,TRUE,1,10.8,0,FALSE,,""
"3568_3_2C",3,"control",2021,TRUE,TRUE,2,16,0,FALSE,,""
"3568_3_2C",3,"control",2022,TRUE,FALSE,0,,,TRUE,"NA; survival imputed based on subsq. record","NP - dactylis clump"
"3568_3_2C",3,"control",2023,TRUE,TRUE,1,16,0,FALSE,,"in dactylis clump. Plant is alive!"
"3568_3_2C",3,"control",2024,,FALSE,0,,,FALSE,"","NP; not in Dactylis"
"3624_3_0D",3,"control",2016,TRUE,TRUE,6,6.2,2,FALSE,,"2 stalks"
"3624_3_0D",3,"control",2017,TRUE,TRUE,6,12,3,FALSE,,""
"3624_3_0D",3,"control",2018,TRUE,TRUE,2,15.5,1,FALSE,,""
"3624_3_0D",3,"control",2019,TRUE,TRUE,3,14,1,FALSE,,""
"3624_3_0D",3,"control",2020,TRUE,FALSE,,,,TRUE,"NA; survival imputed based on subsq. record","no plant"
"3624_3_0D",3,"control",2021,TRUE,TRUE,2,19.5,0,FALSE,,""
"3624_3_0D",3,"control",2022,TRUE,TRUE,3,18,1,FALSE,,""
"3624_3_0D",3,"control",2023,TRUE,TRUE,2,19,1,FALSE,,""
"3624_3_0D",3,"control",2024,TRUE,TRUE,2,23,0,FALSE,"",""
"3633_3_2B",3,"control",2016,TRUE,TRUE,6,9.9,0,FALSE,,""
"3633_3_2B",3,"control",2017,TRUE,TRUE,1,13.5,0,FALSE,,""
"3633_3_2B",3,"control",2018,TRUE,TRUE,1,15.5,0,FALSE,,""
"3633_3_2B",3,"control",2019,TRUE,TRUE,2,16,0,FALSE,,""
"3633_3_2B",3,"control",2020,TRUE,TRUE,1,10.1,0,FALSE,,""
"3633_3_2B",3,"control",2021,TRUE,TRUE,1,16,0,FALSE,,""
"3633_3_2B",3,"control",2022,TRUE,TRUE,1,15.5,0,FALSE,,""
"3633_3_2B",3,"control",2023,TRUE,TRUE,1,15,0,FALSE,,""
"3633_3_2B",3,"control",2024,TRUE,TRUE,1,25,0,FALSE,"",""
"3651_3_3B",3,"control",2017,TRUE,TRUE,1,12,0,FALSE,,""
"3651_3_3B",3,"control",2018,TRUE,TRUE,2,15,0,FALSE,,""
"3651_3_3B",3,"control",2019,TRUE,TRUE,3,18,1,FALSE,,""
"3651_3_3B",3,"control",2020,TRUE,FALSE,,,,TRUE,"NA; survival imputed based on subsq. record","no plant"
"3651_3_3B",3,"control",2021,TRUE,TRUE,2,18,0,FALSE,,""
"3651_3_3B",3,"control",2022,TRUE,TRUE,3,22,1,FALSE,,""
"3651_3_3B",3,"control",2023,TRUE,TRUE,2,24,1,FALSE,,"seeding umbel"
"3651_3_3B",3,"control",2024,,FALSE,0,,,FALSE,"","NP"
"3759_3_15B",3,"control",2021,TRUE,TRUE,2,18,1,FALSE,,""
"3759_3_15B",3,"control",2022,TRUE,TRUE,7,20.5,4,FALSE,,""
"3759_3_15B",3,"control",2023,TRUE,TRUE,4,20.5,3,FALSE,,""
"3759_3_15B",3,"control",2024,TRUE,TRUE,5,20.5,5,FALSE,"",""
"3793_3_0A",3,"control",2019,TRUE,TRUE,1,16,0,FALSE,,""
"3793_3_0A",3,"control",2020,TRUE,TRUE,1,7.8,0,FALSE,,""
"3793_3_0A",3,"control",2021,TRUE,TRUE,1,15,0,FALSE,,""
"3793_3_0A",3,"control",2022,FALSE,FALSE,0,,,FALSE,,"NP"
"3793_3_0A",3,"control",2023,FALSE,FALSE,0,,,FALSE,,"NP. Tag pulled."
"3796_3_6E",3,"control",2019,TRUE,TRUE,1,9,0,FALSE,,""
"3796_3_6E",3,"control",2020,TRUE,FALSE,,,,TRUE,"NA; survival imputed based on subsq. record","NPNT"
"3796_3_6E",3,"control",2021,TRUE,TRUE,1,10,0,FALSE,,""
"3796_3_6E",3,"control",2022,TRUE,TRUE,1,14.5,1,FALSE,,""
"3796_3_6E",3,"control",2023,TRUE,TRUE,3,20,1,FALSE,,""
"3796_3_6E",3,"control",2024,TRUE,TRUE,4,17.5,2,FALSE,"","phen green+gold umbels"
"3797_3_4I",3,"control",2019,TRUE,TRUE,1,12,0,FALSE,,""
"3797_3_4I",3,"control",2020,TRUE,TRUE,1,12.4,0,FALSE,,""
"3797_3_4I",3,"control",2021,TRUE,TRUE,3,17,1,FALSE,,""
"3797_3_4I",3,"control",2022,TRUE,TRUE,3,18,2,FALSE,,""
"3797_3_4I",3,"control",2023,TRUE,TRUE,3,28.5,2,FALSE,,""
"3797_3_4I",3,"control",2024,TRUE,TRUE,3,25,1,FALSE,"",""
"3798_3_6E",3,"control",2019,TRUE,TRUE,1,10,0,FALSE,,""
"3798_3_6E",3,"control",2020,TRUE,TRUE,2,8.4,0,FALSE,,""
"3798_3_6E",3,"control",2021,TRUE,TRUE,2,14,0,FALSE,,""
"3798_3_6E",3,"control",2022,TRUE,TRUE,2,11,1,FALSE,,""
"3798_3_6E",3,"control",2023,TRUE,TRUE,1,7,0,FALSE,,""
"3798_3_6E",3,"control",2024,TRUE,TRUE,4,17,2,FALSE,"","in phenology 3796 two plants; phen white+silver"
"3799_3_2D",3,"control",2019,TRUE,TRUE,3,14,0,FALSE,,""
"3799_3_2D",3,"control",2020,TRUE,TRUE,1,9.9,0,FALSE,,""
"3799_3_2D",3,"control",2021,TRUE,TRUE,1,15.5,0,FALSE,,""
"3799_3_2D",3,"control",2022,TRUE,TRUE,3,23,1,FALSE,,""
"3799_3_2D",3,"control",2023,TRUE,TRUE,2,26.5,1,FALSE,,""
"3799_3_2D",3,"control",2024,TRUE,TRUE,2,20,1,FALSE,"",""
"3831_3_4B",3,"control",2017,TRUE,TRUE,1,10,1,FALSE,,""
"3831_3_4B",3,"control",2018,TRUE,TRUE,2,18,0,FALSE,,""
"3831_3_4B",3,"control",2019,TRUE,TRUE,2,20,1,FALSE,,""
"3831_3_4B",3,"control",2020,TRUE,TRUE,1,15.6,1,FALSE,,""
"3831_3_4B",3,"control",2021,TRUE,TRUE,2,22,0,FALSE,,""
"3831_3_4B",3,"control",2022,TRUE,TRUE,2,29.5,0,FALSE,,""
"3831_3_4B",3,"control",2023,TRUE,TRUE,3,20,2,FALSE,,""
"3831_3_4B",3,"control",2024,TRUE,TRUE,2,21,1,FALSE,"",""
"3846_3_6D",3,"control",2021,TRUE,TRUE,1,8,0,FALSE,,""
"3846_3_6D",3,"control",2022,TRUE,TRUE,2,16,1,FALSE,,""
"3846_3_6D",3,"control",2023,TRUE,TRUE,4,23,2,FALSE,,""
"3846_3_6D",3,"control",2024,TRUE,TRUE,3,22,2,FALSE,"",""
"3906_3_1C",3,"control",2017,TRUE,TRUE,1,7,1,FALSE,,""
"3906_3_1C",3,"control",2018,TRUE,TRUE,3,14,0,FALSE,,""
"3906_3_1C",3,"control",2019,TRUE,TRUE,2,11,1,FALSE,,""
"3906_3_1C",3,"control",2020,TRUE,TRUE,2,12.2,0,FALSE,,""
"3906_3_1C",3,"control",2021,TRUE,TRUE,2,20.5,0,FALSE,,""
"3906_3_1C",3,"control",2022,TRUE,TRUE,2,17,1,FALSE,,""
"3906_3_1C",3,"control",2023,TRUE,TRUE,2,22.5,1,FALSE,,""
"3906_3_1C",3,"control",2024,,FALSE,0,,,FALSE,"","NP"
"3919_3_0B",3,"control",2019,TRUE,TRUE,3,16,0,FALSE,,""
"3919_3_0B",3,"control",2020,TRUE,FALSE,,,,TRUE,"NA; survival imputed based on subsq. record","no plant"
"3919_3_0B",3,"control",2021,TRUE,TRUE,1,16,0,FALSE,,""
"3919_3_0B",3,"control",2022,TRUE,TRUE,1,16,0,FALSE,,""
"3919_3_0B",3,"control",2023,TRUE,TRUE,2,27,1,FALSE,,""
"3919_3_0B",3,"control",2024,TRUE,TRUE,3,19,1,FALSE,"",""
"7502_3_5F",3,"control",2023,TRUE,TRUE,1,14,0,FALSE,,""
"7502_3_5F",3,"control",2024,,FALSE,0,,,FALSE,"","NP"
"7523_3_1B",3,"control",2023,TRUE,TRUE,1,13,0,FALSE,,""
"7523_3_1B",3,"control",2024,,FALSE,0,,,FALSE,"","NP"
"7539_3_15C",3,"control",2022,TRUE,TRUE,2,15,0,FALSE,,""
"7539_3_15C",3,"control",2023,TRUE,TRUE,3,16.5,1,FALSE,,""
"7539_3_15C",3,"control",2024,TRUE,TRUE,4,19,2,FALSE,"",""
"7548_3_9G",3,"control",2022,TRUE,TRUE,3,28.5,0,FALSE,,""
"7548_3_9G",3,"control",2023,TRUE,TRUE,5,22.5,3,FALSE,,""
"7548_3_9G",3,"control",2024,TRUE,TRUE,6,23,3,FALSE,"",""
"7552_3_15C",3,"control",2022,TRUE,TRUE,2,21.5,0,FALSE,,""
"7552_3_15C",3,"control",2023,TRUE,TRUE,5,22,3,FALSE,,""
"7552_3_15C",3,"control",2024,TRUE,TRUE,7,25,3,FALSE,"","dead?"
"7554_3_4I",3,"control",2024,TRUE,TRUE,1,6.5,0,FALSE,"",""
"7565_3_18E",3,"control",2023,TRUE,TRUE,2,16,1,FALSE,,""
"7565_3_18E",3,"control",2024,TRUE,TRUE,2,19,2,FALSE,"",""
"7573_3_3A",3,"control",2022,TRUE,TRUE,4,17,1,FALSE,,""
"7573_3_3A",3,"control",2023,TRUE,TRUE,4,17.5,2,FALSE,,""
"7573_3_3A",3,"control",2024,TRUE,TRUE,3,19,2,FALSE,"",""
"7584_3_7B",3,"control",2024,TRUE,TRUE,1,14,0,FALSE,"",""
"7588_3_4B",3,"control",2024,TRUE,TRUE,1,12,0,FALSE,"",""
"7648_3_2I",3,"control",2024,TRUE,TRUE,1,8,0,FALSE,"",""
"7654_3_3I",3,"control",2024,TRUE,TRUE,1,17,0,FALSE,"",""
"7662_3_6C",3,"control",2024,TRUE,TRUE,1,11,0,FALSE,"",""
"7670_3_7I",3,"control",2023,TRUE,TRUE,3,17,1,FALSE,,"pink sword from phenology"
"7670_3_7I",3,"control",2024,TRUE,TRUE,2,27.5,1,FALSE,"",""
"7677_3_5E",3,"control",2023,TRUE,TRUE,1,15,0,FALSE,,""
"7677_3_5E",3,"control",2024,TRUE,TRUE,2,17,1,FALSE,"",""
"7678_3_5I",3,"control",2023,TRUE,TRUE,1,18,0,FALSE,,""
"7678_3_5I",3,"control",2024,,FALSE,0,,,FALSE,"","NP"
"7684_3_14A",3,"control",2023,TRUE,TRUE,3,8.5,2,FALSE,,""
"7684_3_14A",3,"control",2024,TRUE,TRUE,2,13,1,FALSE,"",""
"7687_3_2A",3,"control",2023,TRUE,TRUE,1,14,0,FALSE,,""
"7687_3_2A",3,"control",2024,TRUE,TRUE,1,21,0,FALSE,"",""
"7689_3_1B",3,"control",2023,TRUE,TRUE,1,13,0,FALSE,,""
"7689_3_1B",3,"control",2024,TRUE,TRUE,1,18,0,FALSE,"",""
"1411_4_6G",4,"irrigated",2021,TRUE,TRUE,3,19,0,FALSE,,""
"1411_4_6G",4,"irrigated",2022,TRUE,TRUE,3,19,2,FALSE,,""
"1411_4_6G",4,"irrigated",2023,TRUE,TRUE,4,18,3,FALSE,,""
"1411_4_6G",4,"irrigated",2024,TRUE,TRUE,3,17,1,FALSE,"",""
"2230_4_10J",4,"irrigated",2021,TRUE,TRUE,3,19.5,2,FALSE,,""
"2230_4_10J",4,"irrigated",2022,TRUE,TRUE,4,22.5,3,FALSE,,""
"2230_4_10J",4,"irrigated",2023,TRUE,TRUE,5,23,3,FALSE,,""
"2230_4_10J",4,"irrigated",2024,TRUE,TRUE,3,25,0,FALSE,"",""
"3007_4_4H",4,"irrigated",2016,TRUE,TRUE,9,6.4,0,FALSE,,""
"3007_4_4H",4,"irrigated",2017,TRUE,TRUE,3,12,0,FALSE,,""
"3007_4_4H",4,"irrigated",2018,TRUE,TRUE,2,13,0,FALSE,,""
