survey.date,plot,tag,no.buds,no.pods,no.flowers,no.flp,no.broken,no.seeding,no.dead,no.eaten,notes
4/26/2022,5,7555,NA,NA,NA,NA,NA,NA,NA,NA,
4/26/2022,5,3178,NA,NA,NA,NA,NA,NA,NA,NA,
4/26/2022,5,3193,NA,NA,NA,NA,NA,NA,NA,NA,
4/26/2022,5,7522,NA,NA,NA,NA,NA,NA,NA,NA,
4/26/2022,5,5042,NA,NA,NA,NA,NA,NA,NA,NA,
4/26/2022,5,5045,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2022,5,5021,1,0,2,0,0,0,0,0,
5/2/2022,5,3476,1,0,1,0,0,0,0,0,
5/2/2022,5,3896,1,0,1,0,0,0,0,0,
5/2/2022,5,3067,1,0,1,1,0,0,0,0,
5/2/2022,5,3473,1,0,2,0,0,0,0,0,
5/2/2022,5,3135,1,0,2,0,0,0,0,0,
5/2/2022,5,3161,0,1,1,0,0,0,0,0,
5/2/2022,5,3479,0,1,1,0,0,0,0,0,
5/2/2022,5,3338,1,0,1,0,0,0,0,0,
5/2/2022,5,5026,0,1,1,0,0,0,0,0,
5/2/2022,5,3200,2,0,1,0,0,0,0,0,
5/2/2022,5,3010,0,1,1,0,0,0,0,0,
5/2/2022,5,3124,0,0,1,0,0,0,0,0,
5/2/2022,5,3685,1,1,1,0,0,0,0,0,
5/2/2022,5,7526,0,0,1,0,0,0,0,0,
5/2/2022,5,3697,1,0,1,0,0,0,0,0,
5/2/2022,5,3710,1,0,1,0,0,0,0,0,
5/2/2022,5,3022,1,0,1,0,0,0,0,0,
5/2/2022,5,3663,0,1,1,0,0,0,0,0,
5/2/2022,5,3888,0,0,1,0,0,0,0,0,
5/2/2022,5,3499,0,1,1,0,0,0,0,0,
5/2/2022,5,3987,1,0,0,0,0,0,0,0,
5/2/2022,5,3196,0,0,1,0,0,0,0,0,
5/2/2022,5,3197,0,2,2,0,0,0,0,0,
5/2/2022,5,3199,0,1,1,0,0,0,0,0,
5/2/2022,5,3198,2,0,0,0,0,0,0,0,
5/2/2022,5,3810,1,0,1,0,0,0,0,0,
5/2/2022,5,5022,1,0,0,0,0,0,0,0,
5/2/2022,5,3546,0,1,1,0,0,0,0,0,
5/2/2022,5,3644,1,0,0,0,0,0,0,0,
5/2/2022,5,3074,0,1,1,0,0,0,0,0,
5/2/2022,5,5044,0,0,2,0,0,0,0,0,
5/2/2022,5,3127,2,0,0,0,0,0,0,0,
5/2/2022,5,3833,1,0,0,0,0,0,0,0,
5/2/2022,5,3988,1,0,1,0,0,0,0,0,
5/2/2022,5,7546,1,0,0,0,0,0,0,0,
5/2/2022,5,5036,1,0,1,0,0,0,0,0,
5/2/2022,5,3788,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2022,5,3108,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2022,5,3820,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2022,5,3153,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2022,5,3093,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2022,5,3811,1,0,0,0,0,0,0,0,
5/2/2022,5,3869,1,0,0,0,0,0,0,0,
5/2/2022,5,3488,0,0,3,0,0,0,0,0,
5/2/2022,5,3109,0,0,1,0,0,0,0,0,
5/2/2022,5,3148,1,1,0,0,0,0,0,0,
5/2/2022,5,3465,1,0,0,0,0,0,0,0,
5/2/2022,5,3560,1,0,0,0,0,0,0,0,
5/2/2022,5,3152,1,0,0,0,0,0,0,0,
5/2/2022,5,3125,1,0,0,0,0,0,0,0,
5/2/2022,5,3877,1,0,0,0,0,0,0,0,
5/2/2022,5,3615,1,0,0,0,0,0,0,0,
5/2/2022,5,3649,1,0,0,0,0,0,0,0,
5/2/2022,5,3516,1,0,0,0,0,0,0,0,
5/2/2022,5,7555,1,0,0,0,0,0,0,0,
5/2/2022,5,3178,2,0,0,0,0,0,0,0,
5/2/2022,5,3193,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2022,5,7522,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2022,5,5042,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2022,5,5045,NA,NA,NA,NA,NA,NA,NA,NA,
5/8/2022,5,5021,0,0,2,1,0,0,0,0,
5/8/2022,5,3476,1,0,1,0,0,0,0,0,
5/8/2022,5,3896,1,0,0,1,0,0,0,0,
5/8/2022,5,3067,1,0,1,1,0,0,0,0,
5/8/2022,5,3473,0,0,3,0,0,0,0,0,
5/8/2022,5,3135,0,0,3,0,0,0,0,0,
5/8/2022,5,3161,0,1,1,0,0,0,0,0,
5/8/2022,5,3479,1,0,1,0,0,0,0,0,
5/8/2022,5,3338,1,0,1,0,0,0,0,0,
5/8/2022,5,5026,1,0,1,0,0,0,0,0,
5/8/2022,5,3200,2,0,1,0,0,0,0,0,
5/8/2022,5,3010,1,0,1,0,0,0,0,0,
5/8/2022,5,3124,0,1,1,0,0,0,0,0,
5/8/2022,5,3685,0,1,2,0,0,0,0,0,
5/8/2022,5,7526,0,0,1,0,0,0,0,0,
5/8/2022,5,3697,0,0,1,0,0,0,1,0,
5/8/2022,5,3710,2,0,1,0,0,0,0,0,
5/8/2022,5,3022,1,0,1,0,0,0,0,0,
5/8/2022,5,3663,0,1,1,0,0,0,0,0,
5/8/2022,5,3888,0,0,1,0,0,0,0,0,
5/8/2022,5,3499,0,1,1,0,0,0,0,0,
5/8/2022,5,3987,0,0,1,0,0,0,0,0,
5/8/2022,5,3196,0,1,1,0,0,0,0,0,
5/8/2022,5,3197,0,2,2,0,0,0,0,0,
5/8/2022,5,3199,0,1,1,0,0,0,0,0,
5/8/2022,5,3198,1,0,1,0,0,0,0,0,
5/8/2022,5,3810,1,1,1,0,0,0,0,0,
5/8/2022,5,5022,0,0,1,0,0,0,0,0,
5/8/2022,5,3546,0,1,1,0,0,0,0,0,
5/8/2022,5,3644,0,0,1,0,0,0,0,0,
5/8/2022,5,3074,0,1,1,0,0,0,0,0,
5/8/2022,5,5044,0,0,1,0,0,0,0,1,
5/8/2022,5,3127,2,0,0,0,0,0,0,0,
5/8/2022,5,3833,0,0,1,0,0,0,0,0,
5/8/2022,5,3988,1,0,1,0,0,0,0,0,
5/8/2022,5,7546,0,0,1,0,0,0,0,0,
5/8/2022,5,5036,1,0,1,0,0,0,0,0,
5/8/2022,5,3788,NA,NA,NA,NA,NA,NA,NA,NA,
5/8/2022,5,3108,NA,NA,NA,NA,NA,NA,NA,NA,
5/8/2022,5,3820,NA,NA,NA,NA,NA,NA,NA,NA,
5/8/2022,5,3153,1,0,0,0,0,0,0,0,
5/8/2022,5,3093,1,0,0,0,0,0,0,0,
5/8/2022,5,3811,1,0,0,0,0,0,0,0,
5/8/2022,5,3869,0,0,1,0,0,0,0,0,
5/8/2022,5,3488,0,2,3,0,0,0,0,0,
5/8/2022,5,3109,0,1,1,0,0,0,0,0,
5/8/2022,5,3148,1,0,0,0,0,0,0,0,
5/8/2022,5,3465,2,0,0,0,0,0,0,0,
5/8/2022,5,3560,1,0,0,0,0,0,0,0,
5/8/2022,5,3152,1,0,0,0,0,0,0,0,
5/8/2022,5,3125,0,0,1,0,0,0,0,0,
5/8/2022,5,3877,1,0,0,0,0,0,0,0,
5/8/2022,5,3615,0,0,1,0,0,0,0,0,
5/8/2022,5,3649,0,0,1,0,0,0,0,0,
5/8/2022,5,3516,1,0,1,0,0,0,0,0,
5/8/2022,5,7555,0,0,1,0,0,0,0,0,
5/8/2022,5,3178,1,0,1,0,0,0,0,0,
5/8/2022,5,3193,NA,NA,NA,NA,NA,NA,NA,NA,
5/8/2022,5,7522,NA,NA,NA,NA,NA,NA,NA,NA,
5/8/2022,5,5042,NA,NA,NA,NA,NA,NA,NA,NA,
5/8/2022,5,5045,NA,NA,NA,NA,NA,NA,NA,NA,
5/16/2022,5,5021,0,0,1,1,0,0,0,0,didn’t see the 3rd umble this time!
5/16/2022,5,3476,0,0,1,1,0,0,0,0,
5/16/2022,5,3896,0,0,1,1,0,0,0,0,
5/16/2022,5,3067,0,0,2,1,0,0,0,0,
5/16/2022,5,3473,0,0,2,1,0,0,0,0,
5/16/2022,5,3135,0,0,2,1,0,0,0,0,
5/16/2022,5,3161,2,0,1,0,0,0,0,0,
5/16/2022,5,3479,1,0,0,1,0,0,0,0,
5/16/2022,5,3338,0,0,1,1,0,0,0,0,
5/16/2022,5,5026,0,0,1,1,0,0,0,0,
5/16/2022,5,3200,0,0,2,1,0,0,0,0,
5/16/2022,5,3010,1,0,0,1,0,0,0,0,
5/16/2022,5,3124,1,0,0,1,0,0,0,0,
5/16/2022,5,3685,1,0,2,0,0,0,0,0,
5/16/2022,5,7526,0,0,1,0,0,0,0,0,
5/16/2022,5,3697,0,0,1,0,0,0,1,0,
5/16/2022,5,3710,2,0,0,1,0,0,0,0,
5/16/2022,5,3022,0,0,1,1,0,0,0,0,
5/16/2022,5,3663,1,0,1,0,0,0,0,0,
5/16/2022,5,3888,0,0,0,1,0,0,0,0,
5/16/2022,5,3499,1,0,1,0,0,0,0,0,
5/16/2022,5,3987,0,0,1,0,0,0,0,0,
5/16/2022,5,3196,1,0,1,0,0,0,0,0,
5/16/2022,5,3197,2,0,2,0,0,0,0,0,
5/16/2022,5,3199,1,0,1,0,0,0,0,0,
5/16/2022,5,3198,1,0,0,1,0,0,0,0,
5/16/2022,5,3810,0,0,1,1,0,0,0,0,
5/16/2022,5,5022,0,0,1,0,0,0,0,0,
5/16/2022,5,3546,1,0,0,1,0,0,0,0,
5/16/2022,5,3644,0,0,1,0,0,0,0,0,
5/16/2022,5,3074,2,0,1,0,0,0,0,0,
5/16/2022,5,5044,0,0,1,0,0,0,0,1,
5/16/2022,5,3127,0,0,2,0,0,0,0,0,
5/16/2022,5,3833,1,0,1,0,0,0,0,0,
5/16/2022,5,3988,0,0,1,0,0,0,0,0,didn’t survey the 2nd umble this time
5/16/2022,5,7546,0,0,1,0,0,0,0,0,
5/16/2022,5,5036,1,0,0,1,0,0,0,0,
5/16/2022,5,3788,1,0,0,0,0,0,0,0,
5/16/2022,5,3108,1,0,0,0,0,0,0,0,
5/16/2022,5,3820,0,0,1,0,0,0,0,0,
5/16/2022,5,3153,0,0,1,0,0,0,0,0,
5/16/2022,5,3093,0,0,1,0,0,0,0,0,
5/16/2022,5,3811,0,0,1,0,0,0,0,0,
5/16/2022,5,3869,0,0,1,0,0,0,0,0,
5/16/2022,5,3488,2,0,2,1,0,0,0,0,
5/16/2022,5,3109,1,0,1,0,0,0,0,0,
5/16/2022,5,3148,0,0,1,0,0,0,0,0,
5/16/2022,5,3465,1,0,1,0,0,0,0,0,
5/16/2022,5,3560,0,0,1,0,0,0,0,0,
5/16/2022,5,3152,1,0,0,0,0,0,0,0,
5/16/2022,5,3125,0,0,1,0,0,0,0,0,
5/16/2022,5,3877,1,0,0,0,0,0,0,0,
5/16/2022,5,3615,0,1,1,0,0,0,0,0,
5/16/2022,5,3649,0,0,1,0,0,0,0,0,
5/16/2022,5,3516,0,0,2,0,0,0,0,0,
5/16/2022,5,7555,0,0,1,0,0,0,0,0,
5/16/2022,5,3178,0,0,2,0,0,0,0,0,
5/16/2022,5,3193,NA,NA,NA,NA,NA,NA,NA,NA,
5/16/2022,5,7522,NA,NA,NA,NA,NA,NA,NA,NA,
5/16/2022,5,5042,NA,NA,NA,NA,NA,NA,NA,NA,
5/16/2022,5,5045,NA,NA,NA,NA,NA,NA,NA,NA,
5/19/2022,5,5021,1,0,1,1,0,0,0,0,
5/19/2022,5,3476,0,0,1,1,0,0,0,0,
5/19/2022,5,3896,0,0,1,1,0,0,0,0,
5/19/2022,5,3067,0,0,1,2,0,0,0,0,
5/19/2022,5,3473,0,0,2,1,0,0,0,0,
5/19/2022,5,3135,0,0,0,3,0,0,0,0,
5/19/2022,5,3161,0,0,2,1,0,0,0,0,
5/19/2022,5,3479,0,0,1,1,0,0,0,0,
5/19/2022,5,3338,0,0,1,1,0,0,0,0,
5/19/2022,5,5026,0,0,1,1,0,0,0,0,
5/19/2022,5,3200,0,0,2,1,0,0,0,0,
5/19/2022,5,3010,1,0,0,1,0,0,0,0,
5/19/2022,5,3124,0,0,1,1,0,0,0,0,
5/19/2022,5,3685,1,0,2,0,0,0,0,0,
5/19/2022,5,7526,0,0,0,1,0,0,0,0,
5/19/2022,5,3697,0,0,1,0,0,0,1,0,
5/19/2022,5,3710,0,0,2,1,0,0,0,0,
5/19/2022,5,3022,0,0,1,1,0,0,0,0,
5/19/2022,5,3663,1,0,0,1,0,0,0,0,
5/19/2022,5,3888,0,0,0,1,0,0,0,0,
5/19/2022,5,3499,0,0,1,1,0,0,0,0,
5/19/2022,5,3987,0,0,1,0,0,0,0,0,
5/19/2022,5,3196,1,0,1,0,0,0,0,0,
5/19/2022,5,3197,2,0,2,0,0,0,0,0,
5/19/2022,5,3199,1,0,1,0,0,0,0,0,
5/19/2022,5,3198,0,0,1,1,0,0,0,0,
5/19/2022,5,3810,0,0,2,1,0,0,1,0,
5/19/2022,5,5022,0,0,1,0,0,0,0,0,
5/19/2022,5,3546,0,0,1,1,0,0,0,0,
5/19/2022,5,3644,0,0,0,1,0,0,0,0,
5/19/2022,5,3074,2,0,0,1,0,0,0,0,
5/19/2022,5,5044,0,0,0,1,0,0,0,1,
5/19/2022,5,3127,0,0,2,0,0,0,0,0,
5/19/2022,5,3833,1,0,0,1,0,0,0,0,
5/19/2022,5,3988,0,0,1,1,0,0,0,0,
5/19/2022,5,7546,0,0,1,0,0,0,0,0,
5/19/2022,5,5036,0,0,1,1,0,0,0,0,
5/19/2022,5,3788,0,0,1,0,0,0,0,0,
5/19/2022,5,3108,0,0,1,0,0,0,0,0,
5/19/2022,5,3820,0,0,1,0,0,0,0,0,
5/19/2022,5,3153,0,0,1,0,0,0,0,0,
5/19/2022,5,3093,0,0,1,0,0,0,0,0,
5/19/2022,5,3811,0,0,1,0,0,0,0,0,
5/19/2022,5,3869,0,0,1,0,0,0,0,0,
5/19/2022,5,3488,2,0,0,3,0,0,0,0,
5/19/2022,5,3109,1,0,1,0,0,0,0,0,
5/19/2022,5,3148,0,0,1,0,0,0,0,0,
5/19/2022,5,3465,0,0,2,0,0,0,0,0,
5/19/2022,5,3560,0,0,1,0,0,0,0,0,
5/19/2022,5,3152,0,0,1,0,0,0,0,0,
5/19/2022,5,3125,0,0,1,0,0,0,0,0,
5/19/2022,5,3877,0,0,1,0,0,0,0,0,
5/19/2022,5,3615,0,1,1,0,0,0,0,0,
5/19/2022,5,3649,0,0,1,0,0,0,0,0,
5/19/2022,5,3516,0,0,2,0,0,0,0,0,
5/19/2022,5,7555,0,0,1,0,0,0,0,0,
5/19/2022,5,3178,0,0,2,0,0,0,0,0,
5/19/2022,5,3193,0,0,1,0,0,0,0,0,
5/19/2022,5,7522,0,0,1,0,0,0,0,0,
5/19/2022,5,5042,1,0,0,0,0,0,0,0,
5/19/2022,5,5045,0,1,0,0,0,0,0,0,
5/25/2022,5,5021,0,0,0,2,0,0,1,0,
5/25/2022,5,3476,0,0,0,2,0,0,0,0,
5/25/2022,5,3896,0,0,0,2,0,0,0,0,
5/25/2022,5,3067,0,0,0,3,0,0,0,0,
5/25/2022,5,3473,0,0,0,3,0,0,0,0,
5/25/2022,5,3135,0,0,0,3,0,0,0,0,
5/25/2022,5,3161,0,0,2,1,0,0,0,0,
5/25/2022,5,3479,0,0,1,1,0,0,0,0,
5/25/2022,5,3338,0,0,0,2,0,0,0,0,
5/25/2022,5,5026,0,0,1,1,0,0,0,0,
5/25/2022,5,3200,0,0,2,1,0,0,0,0,
5/25/2022,5,3010,0,0,1,1,0,0,0,0,
5/25/2022,5,3124,0,0,1,1,0,0,0,0,
5/25/2022,5,3685,0,0,1,2,0,0,0,0,
5/25/2022,5,7526,0,0,0,1,0,0,0,0,
5/25/2022,5,3697,0,0,0,1,0,0,0,0,
5/25/2022,5,3710,0,0,2,1,0,0,0,0,
5/25/2022,5,3022,0,0,0,2,0,0,0,0,
5/25/2022,5,3663,0,0,1,1,0,0,0,0,
5/25/2022,5,3888,0,0,0,1,0,0,0,0,
5/25/2022,5,3499,0,0,1,1,0,0,0,0,
5/25/2022,5,3987,0,0,0,1,0,0,0,0,
5/25/2022,5,3196,1,0,0,1,0,0,0,0,
5/25/2022,5,3197,0,0,2,2,0,0,0,0,
5/25/2022,5,3199,1,0,0,1,0,0,0,0,
5/25/2022,5,3198,0,0,1,1,0,0,0,0,
5/25/2022,5,3810,0,0,0,3,0,0,0,0,
5/25/2022,5,5022,0,0,0,1,0,0,0,0,
5/25/2022,5,3546,0,0,1,1,0,0,0,0,
5/25/2022,5,3644,0,0,0,1,0,0,0,0,
5/25/2022,5,3074,2,0,0,1,0,0,0,0,
5/25/2022,5,5044,0,0,0,1,0,0,0,0,
5/25/2022,5,3127,0,0,0,2,0,0,0,0,
5/25/2022,5,3833,1,0,0,1,0,0,0,0,
5/25/2022,5,3988,0,1,0,2,0,0,0,0,
5/25/2022,5,7546,1,0,0,1,0,0,0,0,
5/25/2022,5,5036,0,0,0,2,0,0,0,0,
5/25/2022,5,3788,0,0,0,1,0,0,0,0,
5/25/2022,5,3108,0,0,1,0,0,0,0,0,
5/25/2022,5,3820,0,0,0,1,0,0,0,0,
5/25/2022,5,3153,0,0,0,1,0,0,0,0,
5/25/2022,5,3093,0,0,1,0,0,0,0,0,
5/25/2022,5,3811,0,0,1,0,0,0,0,0,
5/25/2022,5,3869,0,0,0,1,0,0,0,0,
5/25/2022,5,3488,0,0,2,3,0,0,0,0,
5/25/2022,5,3109,0,0,1,1,0,0,0,0,
5/25/2022,5,3148,0,0,1,0,0,0,0,0,
5/25/2022,5,3465,0,0,0,2,0,0,0,0,
5/25/2022,5,3560,0,0,1,0,0,0,0,0,
5/25/2022,5,3152,0,0,1,0,0,0,0,0,
5/25/2022,5,3125,0,0,0,1,0,0,0,0,
5/25/2022,5,3877,0,0,0,1,0,0,0,0,
5/25/2022,5,3615,1,0,0,1,0,0,0,0,
5/25/2022,5,3649,0,0,0,1,0,0,0,0,
5/25/2022,5,3516,0,0,0,2,0,0,0,0,
5/25/2022,5,7555,0,0,0,1,0,0,0,0,
5/25/2022,5,3178,0,0,0,2,0,0,0,0,
5/25/2022,5,3193,0,0,1,0,0,0,0,0,
5/25/2022,5,7522,0,0,1,0,0,0,0,0,
5/25/2022,5,5042,0,0,1,0,0,0,0,0,
5/25/2022,5,5045,0,1,0,0,0,0,0,0,
5/31/2022,5,5021,0,0,0,0,0,1,2,0,
5/31/2022,5,3476,0,0,0,0,0,2,0,0,
5/31/2022,5,3896,0,0,0,0,0,2,0,0,
5/31/2022,5,3067,0,0,0,0,0,3,0,0,
5/31/2022,5,3473,0,0,0,0,0,3,0,0,
5/31/2022,5,3135,0,0,0,0,0,2,1,0,
5/31/2022,5,3161,0,0,0,0,0,3,0,0,
5/31/2022,5,3479,0,0,0,1,0,1,0,0,
5/31/2022,5,3338,0,0,0,0,0,1,1,0,
5/31/2022,5,5026,0,0,0,0,0,1,1,0,
5/31/2022,5,3200,0,0,0,0,0,3,0,0,
5/31/2022,5,3010,0,0,0,0,0,2,0,0,
5/31/2022,5,3124,0,0,0,0,0,2,0,0,
5/31/2022,5,3685,0,0,0,0,0,3,0,0,
5/31/2022,5,7526,0,0,0,0,0,1,0,0,
5/31/2022,5,3697,0,0,0,0,0,1,0,0,
5/31/2022,5,3710,0,0,0,1,0,2,0,0,
5/31/2022,5,3022,0,0,0,1,0,1,0,0,
5/31/2022,5,3663,0,0,0,1,0,1,0,0,
5/31/2022,5,3888,0,0,0,0,0,1,0,0,
5/31/2022,5,3499,0,0,0,0,0,1,1,0,
5/31/2022,5,3987,0,0,0,0,0,1,0,0,
5/31/2022,5,3196,0,0,1,0,0,1,0,0,
5/31/2022,5,3197,0,0,2,0,0,2,0,0,
5/31/2022,5,3199,0,0,1,0,0,1,0,0,
5/31/2022,5,3198,0,0,0,0,0,2,0,0,
5/31/2022,5,3810,0,0,0,1,0,2,0,0,
5/31/2022,5,5022,0,0,0,0,0,1,0,0,
5/31/2022,5,3546,0,0,0,0,0,2,0,0,
5/31/2022,5,3644,0,0,0,0,0,1,0,0,
5/31/2022,5,3074,0,0,0,1,0,2,0,0,
5/31/2022,5,5044,0,0,0,0,0,1,0,0,
5/31/2022,5,3127,0,0,0,0,0,2,0,0,
5/31/2022,5,3833,0,0,1,0,0,1,0,0,
5/31/2022,5,3988,0,1,0,0,0,2,0,0,
5/31/2022,5,7546,0,0,0,0,0,1,1,0,
5/31/2022,5,5036,0,0,0,0,0,2,0,0,
5/31/2022,5,3788,0,0,0,0,0,1,0,0,
5/31/2022,5,3108,0,0,0,1,0,0,0,0,
5/31/2022,5,3820,0,0,0,0,0,1,0,0,
5/31/2022,5,3153,0,0,0,0,0,1,0,0,
5/31/2022,5,3093,0,0,0,0,0,1,0,0,
5/31/2022,5,3811,0,0,0,1,0,0,0,0,
5/31/2022,5,3869,0,0,0,0,0,1,0,0,
5/31/2022,5,3488,0,0,0,0,0,5,0,0,
5/31/2022,5,3109,0,0,0,1,0,1,0,0,
5/31/2022,5,3148,0,0,0,0,0,1,0,0,
5/31/2022,5,3465,0,0,0,0,0,2,0,0,
5/31/2022,5,3560,0,0,0,0,0,1,0,0,
5/31/2022,5,3152,0,0,0,1,0,0,0,0,
5/31/2022,5,3125,0,0,0,1,0,0,0,0,
5/31/2022,5,3877,0,0,0,0,0,1,0,0,
5/31/2022,5,3615,0,0,1,0,0,1,0,0,
5/31/2022,5,3649,0,0,0,0,0,1,0,0,
5/31/2022,5,3516,0,0,0,0,0,2,0,0,
5/31/2022,5,7555,0,0,0,0,0,1,0,0,
5/31/2022,5,3178,0,0,0,0,0,2,0,0,
5/31/2022,5,3193,0,0,0,0,0,1,0,0,
5/31/2022,5,7522,0,0,0,1,0,0,0,0,
5/31/2022,5,5042,0,0,0,0,0,1,0,0,
5/31/2022,5,5045,1,0,0,0,0,0,0,0,
6/7/2022,5,5021,0,0,0,0,0,1,2,0,
6/7/2022,5,3476,0,0,0,0,0,1,1,0,
6/7/2022,5,3896,0,0,0,0,0,1,1,0,
6/7/2022,5,3067,0,0,0,0,0,2,1,0,
6/7/2022,5,3473,0,0,0,0,0,2,1,0,
6/7/2022,5,3135,0,0,0,0,0,2,1,0,
6/7/2022,5,3161,0,0,0,0,0,2,1,0,
6/7/2022,5,3479,0,0,0,0,0,1,1,0,
6/7/2022,5,3338,0,0,0,0,0,1,1,0,
6/7/2022,5,5026,0,0,0,0,0,1,1,0,
6/7/2022,5,3200,0,0,0,0,0,2,1,0,
6/7/2022,5,3010,0,0,0,0,0,1,1,0,
6/7/2022,5,3124,0,0,0,0,0,1,1,0,
6/7/2022,5,3685,0,0,0,0,0,2,1,0,
6/7/2022,5,7526,0,0,0,0,0,0,1,0,
6/7/2022,5,3697,0,0,0,0,0,0,1,0,
6/7/2022,5,3710,0,0,0,0,0,2,1,0,
6/7/2022,5,3022,0,0,0,0,0,1,1,0,
6/7/2022,5,3663,0,0,0,0,0,1,1,0,
6/7/2022,5,3888,0,0,0,0,0,0,1,0,
6/7/2022,5,3499,0,0,0,0,0,1,1,0,
6/7/2022,5,3987,0,0,0,0,0,1,0,0,
6/7/2022,5,3196,0,0,0,0,0,2,0,0,
6/7/2022,5,3197,0,0,0,0,0,4,0,0,
6/7/2022,5,3199,0,0,0,1,0,1,0,0,
6/7/2022,5,3198,0,0,0,0,0,1,1,0,
6/7/2022,5,3810,0,0,0,0,0,2,1,0,
6/7/2022,5,5022,0,0,0,0,0,0,1,0,
6/7/2022,5,3546,0,0,0,0,0,1,1,0,
6/7/2022,5,3644,0,0,0,0,0,1,0,0,
6/7/2022,5,3074,0,0,0,0,1,1,1,0,
6/7/2022,5,5044,0,0,0,0,0,0,1,0,
6/7/2022,5,3127,0,0,0,0,0,2,0,0,
6/7/2022,5,3833,0,0,0,0,0,2,0,0,
6/7/2022,5,3988,0,0,0,0,0,1,1,0,
6/7/2022,5,7546,0,0,0,0,0,1,1,0,
6/7/2022,5,5036,0,0,0,0,0,2,0,0,
6/7/2022,5,3788,0,0,0,0,0,1,0,0,
6/7/2022,5,3108,0,0,0,0,0,1,0,0,
6/7/2022,5,3820,0,0,0,0,0,1,0,0,
6/7/2022,5,3153,0,0,0,0,0,1,0,0,
6/7/2022,5,3093,0,0,0,0,0,1,0,0,
6/7/2022,5,3811,0,0,0,0,0,0,1,0,
6/7/2022,5,3869,0,0,0,0,0,1,0,0,
6/7/2022,5,3488,0,0,0,0,0,5,0,0,
6/7/2022,5,3109,0,0,0,0,0,1,1,0,
6/7/2022,5,3148,0,0,0,0,0,1,0,0,
6/7/2022,5,3465,0,0,0,0,0,2,0,0,
6/7/2022,5,3560,0,0,0,0,0,1,0,0,
6/7/2022,5,3152,0,0,0,0,0,1,0,0,
6/7/2022,5,3125,0,0,0,0,0,0,1,0,
6/7/2022,5,3877,0,0,0,0,0,1,0,0,
6/7/2022,5,3615,0,0,0,1,0,1,0,0,
6/7/2022,5,3649,0,0,0,0,0,0,1,0,
6/7/2022,5,3516,0,0,0,0,0,2,0,0,
6/7/2022,5,7555,0,0,0,0,0,1,0,0,
6/7/2022,5,3178,0,0,0,0,0,2,0,0,
6/7/2022,5,3193,0,0,0,0,0,1,0,0,
6/7/2022,5,7522,0,0,0,0,0,1,0,0,
6/7/2022,5,5042,0,0,0,0,0,1,0,0,
6/7/2022,5,5045,0,0,1,0,0,0,0,0,
6/14/2022,5,5021,,,,,,1,2,,
6/14/2022,5,3476,0,0,0,0,0,1,1,0,
6/14/2022,5,3896,0,0,0,0,0,1,1,0,
6/14/2022,5,3067,0,0,0,0,0,2,1,0,
6/14/2022,5,3473,0,0,0,0,0,2,1,0,
6/14/2022,5,3135,0,0,0,0,0,2,1,0,
6/14/2022,5,3161,0,0,0,0,0,2,1,0,
6/14/2022,5,3479,0,0,0,0,0,1,1,0,
6/14/2022,5,3338,0,0,0,0,0,1,1,0,
6/14/2022,5,5026,0,0,0,0,0,1,1,0,
6/14/2022,5,3200,0,0,0,0,0,2,1,0,
6/14/2022,5,3010,0,0,0,0,0,1,1,0,
6/14/2022,5,3124,0,0,0,0,0,1,1,0,
6/14/2022,5,3685,0,0,0,0,0,2,1,0,
6/14/2022,5,7526,0,0,0,0,0,0,0,0,plant dead
6/14/2022,5,3697,0,0,0,0,0,0,1,0,
6/14/2022,5,3710,0,0,0,0,0,2,1,0,
6/14/2022,5,3022,0,0,0,0,0,1,1,0,
6/14/2022,5,3663,0,0,0,0,0,1,1,0,
6/14/2022,5,3888,0,0,0,0,0,0,1,0,
6/14/2022,5,3499,0,0,0,0,0,1,1,0,
6/14/2022,5,3987,0,0,0,0,0,1,0,0,
6/14/2022,5,3196,0,0,0,0,0,2,0,0,
6/14/2022,5,3197,0,0,0,0,0,4,0,0,
6/14/2022,5,3199,0,0,0,0,0,2,0,0,
6/14/2022,5,3198,0,0,0,0,0,1,1,0,
6/14/2022,5,3810,0,0,0,0,0,2,1,0,
6/14/2022,5,5022,0,0,0,0,0,0,1,0,
6/14/2022,5,3546,0,0,0,0,0,1,1,0,
6/14/2022,5,3644,0,0,0,0,0,1,0,0,
6/14/2022,5,3074,0,0,0,0,1,1,1,0,
6/14/2022,5,5044,0,0,0,0,0,0,1,0,
6/14/2022,5,3127,0,0,0,0,0,2,0,0,
6/14/2022,5,3833,0,0,0,0,0,2,0,0,
6/14/2022,5,3988,0,0,0,0,0,1,1,0,
6/14/2022,5,7546,0,0,0,0,0,1,1,0,
6/14/2022,5,5036,0,0,0,0,0,2,0,0,
6/14/2022,5,3788,0,0,0,0,0,1,0,0,
6/14/2022,5,3108,0,0,0,0,0,1,0,0,
