survey.date,plot,coor,tag,no.buds,no.flowers,no.flp,no.seeding,no.dead,notes
5/2/24,5,4C,5026,0,1,0,0,0,
5/9/24,5,4C,5026,1,0,1,0,0,
5/17/24,5,4C,5026,0,0,0,0,2,
4/19/24,5,5D,3196,1,0,0,0,0,
4/26/24,5,5D,3196,2,0,0,0,0,
5/2/24,5,5D,3196,1,1,0,0,0,
5/9/24,5,5D,3196,0,1,1,0,0,
5/17/24,5,5D,3196,0,0,0,2,0,
4/19/24,5,4C,3820,1,0,0,0,0,
4/26/24,5,4C,3820,1,0,0,0,0,
5/2/24,5,4C,3820,0,1,0,0,0,
5/9/24,5,4C,3820,1,0,1,0,0,
5/17/24,5,4C,3820,0,0,1,1,0,
4/19/24,5,7F,7597,1,0,0,0,0,
4/26/24,5,7F,7597,1,0,0,0,0,
5/2/24,5,7F,7597,1,0,0,0,0,
5/9/24,5,7F,7597,0,1,0,0,0,
5/17/24,5,7F,7597,0,0,0,1,0,
4/19/24,5,0E,3467,0,0,0,0,0,[records crossed out on datasheet - not sure why]
4/26/24,5,0E,3467,0,0,0,0,0,[records crossed out on datasheet - not sure why]
5/2/24,5,0E,3467,0,0,0,0,0,[records crossed out on datasheet - not sure why]
5/9/24,5,0E,3467,0,0,0,0,0,[records crossed out on datasheet - not sure why]
5/17/24,5,0E,3467,0,0,0,0,0,[records crossed out on datasheet - not sure why]
4/19/24,5,3I,3125,1,0,0,0,0,
4/26/24,5,3I,3125,1,0,0,0,0,
5/2/24,5,3I,3125,0,1,0,0,0,
5/9/24,5,3I,3125,0,0,1,0,0,
5/17/24,5,3I,3125,0,0,0,1,0,
4/19/24,5,12F,3109,1,0,0,0,0,
4/26/24,5,12F,3109,1,0,0,0,0,
5/2/24,5,12F,3109,0,1,0,0,0,
5/9/24,5,12F,3109,1,0,0,1,0,
5/17/24,5,12F,3109,0,0,1,0,1,
4/19/24,5,6H,3714,1,0,0,0,0,
4/26/24,5,6H,3714,1,0,0,0,0,
5/2/24,5,6H,3714,0,1,0,0,0,
5/9/24,5,6H,3714,1,0,1,0,0,
5/17/24,5,6H,3714,0,1,0,1,0,
4/19/24,5,7J,7691,1,0,0,0,0,
4/26/24,5,7J,7691,2,1,0,0,0,
5/2/24,5,7J,7691,2,1,0,0,0,
5/9/24,5,7J,7691,0,3,1,0,0,
5/17/24,5,7J,7691,0,0,1,0,2,
4/19/24,5,10J,7675,1,0,0,0,0,
4/26/24,5,10J,7675,1,0,0,0,0,
5/2/24,5,10J,7675,1,0,0,0,0,
5/9/24,5,10J,7675,0,1,0,0,0,
5/17/24,5,10J,7675,0,0,0,1,0,
4/19/24,5,9H,3644,1,0,0,0,0,
4/26/24,5,9H,3644,2,0,0,0,0,
5/2/24,5,9H,3644,1,1,0,0,0,
5/9/24,5,9H,3644,0,0,2,0,0,
5/17/24,5,9H,3644,0,0,0,0,0,NP
4/19/24,5,6E,5021,1,0,0,0,0,
4/26/24,5,6E,5021,2,1,0,0,0,
5/2/24,5,6E,5021,0,1,0,0,0,"record says ""1F2Lost"""
5/9/24,5,6E,5021,0,0,0,1,0,
5/17/24,5,6E,5021,0,0,0,1,0,
4/19/24,5,10J,BSP,1,0,0,0,0,[this is same plant as 7675 - combine records]
4/26/24,5,10J,BSP,2,1,0,0,0,[this is same plant as 7675 - combine records]
5/2/24,5,10J,BSP,3,0,0,0,0,[this is same plant as 7675 - combine records]
5/9/24,5,10J,BSP,0,1,0,0,2,[this is same plant as 7675 - combine records]
5/17/24,5,10J,BSP,0,0,0,1,1,[this is same plant as 7675 - combine records]
4/19/24,5,11J,3615,1,0,0,0,0,
4/26/24,5,11J,3615,0,1,0,0,0,
5/2/24,5,11J,3615,0,1,0,0,0,
5/9/24,5,11J,3615,1,0,1,0,0,
5/17/24,5,11J,3615,0,0,1,0,0,
4/19/24,5,12J,3488,3,0,0,0,0,
4/26/24,5,12J,3488,2,1,0,0,0,
5/2/24,5,12J,3488,0,3,0,0,0,
5/9/24,5,12J,3488,1,0,1,0,0,
5/17/24,5,12J,3488,0,0,0,3,0,
4/19/24,5,14F,3010,1,0,0,0,0,
4/26/24,5,14F,3010,1,0,0,0,0,
5/2/24,5,14F,3010,2,0,0,0,0,
5/9/24,5,14F,3010,0,0,2,0,0,
5/17/24,5,14F,3010,0,0,0,2,0,
4/19/24,5,14H,3710,1,0,0,0,0,
4/26/24,5,14H,3710,0,1,0,0,0,
5/2/24,5,14H,3710,0,1,0,0,0,
5/9/24,5,14H,3710,0,0,1,0,0,
5/17/24,5,14H,3710,0,0,0,1,0,
4/19/24,5,16H,3817,1,0,0,0,0,
4/26/24,5,16H,3817,1,1,0,0,0,
5/2/24,5,16H,3817,1,0,1,0,0,
5/9/24,5,16H,3817,0,0,0,2,1,
5/17/24,5,16H,3817,0,0,0,2,1,
4/19/24,5,14B,5045,1,0,0,0,0,
4/26/24,5,14B,5045,1,0,0,0,0,
5/2/24,5,14B,5045,1,0,0,0,0,
5/9/24,5,14B,5045,0,0,1,0,0,
5/17/24,5,14B,5045,0,0,0,1,0,
4/19/24,5,14B,3361,1,0,0,0,0,
4/26/24,5,14B,3361,1,1,0,0,0,
5/2/24,5,14B,3361,2,1,0,0,0,
5/9/24,5,14B,3361,1,0,2,0,0,
5/17/24,5,14B,3361,0,0,1,2,0,
4/19/24,5,11H,3470,1,0,0,0,0,
4/26/24,5,11H,3470,1,0,0,0,0,
5/2/24,5,11H,3470,1,0,0,0,0,
5/9/24,5,11H,3470,1,1,0,0,0,
5/17/24,5,11H,3470,0,0,1,0,1,
4/19/24,5,11C,3074,1,0,0,0,0,
4/26/24,5,11C,3074,1,0,0,0,0,
5/2/24,5,11C,3074,0,1,0,0,0,
5/9/24,5,11C,3074,1,0,1,0,0,
5/17/24,5,11C,3074,0,0,1,1,0,
4/19/24,5,15B,3093,2,0,0,0,0,
4/26/24,5,15B,3093,2,0,0,0,0,
5/2/24,5,15B,3093,2,0,0,0,0,
5/9/24,5,15B,3093,0,1,1,0,0,
5/17/24,5,15B,3093,0,0,0,2,0,
4/19/24,5,16F,3067,1,0,0,0,0,
4/26/24,5,16F,3067,1,0,0,0,0,
5/2/24,5,16F,3067,0,0,1,0,0,
5/9/24,5,16F,3067,1,0,1,0,0,
5/17/24,5,16F,3067,0,0,0,0,2,
4/19/24,5,19F,7676,1,0,0,0,0,
4/26/24,5,19F,7676,1,0,0,0,0,
5/2/24,5,19F,7676,1,0,0,0,0,
5/9/24,5,19F,7676,0,1,0,0,0,
5/17/24,5,19F,7676,0,0,0,1,0,
4/19/24,5,19I,3663,1,0,0,0,0,
4/26/24,5,19I,3663,1,0,0,0,0,
5/2/24,5,19I,3663,1,0,0,0,0,
5/9/24,5,19I,3663,0,1,0,0,0,
5/17/24,5,19I,3663,0,0,0,1,0,
4/26/24,5,7B,3941,2,0,0,0,0,
5/2/24,5,7B,3941,2,0,0,0,0,
5/9/24,5,7B,3941,0,2,0,0,0,
5/17/24,5,7B,3941,0,0,0,1,0,"record says ""1S1L"" (one lost)"
4/26/24,5,11E,3476,1,0,0,0,0,
5/2/24,5,11E,3476,1,0,0,0,0,
5/9/24,5,11E,3476,1,0,0,0,0,
5/17/24,5,11E,3476,0,0,0,1,0,
4/26/24,5,14E,7654,1,0,0,0,0,
5/2/24,5,14E,7654,1,0,0,0,0,
5/9/24,5,14E,7654,0,1,0,0,0,
5/17/24,5,14E,7654,0,0,0,1,0,
4/26/24,5,19E,7526,1,0,0,0,0,
5/2/24,5,19E,7526,0,1,0,0,0,
5/9/24,5,19E,7526,0,0,1,0,0,
5/17/24,5,19E,7526,0,0,0,1,0,
4/26/24,5,15F,5043,1,0,0,0,0,
5/2/24,5,15F,5043,1,0,0,0,0,
5/9/24,5,15F,5043,0,1,0,0,0,
5/17/24,5,15F,5043,0,0,0,1,0,
4/26/24,5,2F,3161,2,0,0,0,0,
5/2/24,5,2F,3161,2,0,0,0,0,
5/9/24,5,2F,3161,1,1,0,0,0,
5/17/24,5,2F,3161,0,0,0,2,0,
4/26/24,5,2G,3479,1,0,0,0,0,
5/2/24,5,2G,3479,1,0,0,0,0,
5/9/24,5,2G,3479,0,0,1,0,0,
5/17/24,5,2G,3479,0,0,0,1,0,
4/26/24,5,2E,7522,1,0,0,0,0,
5/2/24,5,2E,7522,0,1,0,0,0,
5/9/24,5,2E,7522,1,0,1,0,0,
5/17/24,5,2E,7522,0,0,1,0,1,
4/26/24,5,0I,3468,1,0,0,0,0,
5/2/24,5,0I,3468,1,0,0,0,0,
5/9/24,5,0I,3468,0,1,0,0,0,
5/17/24,5,0I,3468,0,0,0,1,0,
4/26/24,5,9G,3546,2,0,0,0,0,
5/2/24,5,9G,3546,2,0,0,0,0,
5/9/24,5,9G,3546,0,0,1,0,1,
5/17/24,5,9G,3546,0,0,0,1,1,
4/26/24,5,2C,7501,1,0,0,0,0,
5/2/24,5,2C,7501,1,0,0,0,0,
5/9/24,5,2C,7501,0,0,1,0,0,
5/17/24,5,2C,7501,0,0,0,1,0,
4/26/24,5,5D,3622,1,0,0,0,0,
5/2/24,5,5D,3622,1,0,0,0,0,
5/9/24,5,5D,3622,0,1,0,0,0,
5/17/24,5,5D,3622,0,0,0,0,0,NP
4/26/24,5,5E,3191,1,0,0,0,0,
5/2/24,5,5E,3191,0,1,0,0,0,
5/9/24,5,5E,3191,0,0,1,0,0,
5/17/24,5,5E,3191,0,0,0,0,0,NP
4/26/24,5,5H,5017,1,0,0,0,0,
5/2/24,5,5H,5017,2,0,0,0,0,
5/9/24,5,5H,5017,0,1,1,0,0,
5/17/24,5,5H,5017,0,0,0,1,1,
5/2/24,5,1I,3108,1,0,0,0,0,
5/9/24,5,1I,3108,0,1,0,0,0,
5/17/24,5,1I,3108,0,0,1,0,0,
5/2/24,5,2I,7580,1,0,0,0,0,
5/9/24,5,2I,7580,0,1,0,0,0,
5/17/24,5,2I,7580,0,0,1,0,0,
5/2/24,5,8F,3120,1,0,0,0,0,
5/9/24,5,8F,3120,0,0,0,0,1,
5/17/24,5,8F,3120,0,0,0,0,0,NP
5/2/24,5,4B,3466,1,0,0,0,0,
5/9/24,5,4B,3466,0,0,1,0,0,
5/17/24,5,4B,3466,0,0,0,1,0,
5/2/24,5,15G,3984,1,0,0,0,0,
5/9/24,5,15G,3984,0,0,0,1,0,
5/17/24,5,15G,3984,0,0,0,1,0,
5/2/24,5,16C,3124,1,0,0,0,0,
5/9/24,5,16C,3124,1,0,0,0,0,
5/17/24,5,16C,3124,0,0,0,1,0,
5/2/24,5,18D,7663,1,0,0,0,0,
5/9/24,5,18D,7663,0,0,1,0,0,
5/17/24,5,18D,7663,0,0,0,1,0,
5/9/24,5,2B,7564,2,0,1,0,0,
5/17/24,5,2B,7564,0,1,0,1,0,
5/9/24,5,3C,3465,1,0,1,0,0,
5/17/24,5,3C,3465,0,0,1,1,0,
4/12/24,6,19F,3729,1,0,0,0,0,
4/19/24,6,19F,3729,0,0,1,0,0,
4/26/24,6,19F,3729,3,0,0,1,0,
5/1/24,6,19F,3729,3,0,0,1,0,
5/9/24,6,19F,3729,2,2,0,1,0,
5/17/24,6,19F,3729,0,0,2,2,0,"record says ""2S2FLP1L"" (one lost)"
4/12/24,6,19H,3643,1,0,0,0,0,
4/19/24,6,19H,3643,1,0,0,0,0,
4/26/24,6,19H,3643,3,0,0,0,0,
5/1/24,6,19H,3643,0,0,0,0,0,NT
5/9/24,6,19H,3643,0,1,0,0,0,
5/17/24,6,19H,3643,0,0,0,0,1,
4/12/24,6,16B,3136,1,0,0,0,0,
4/19/24,6,16B,3136,1,0,0,0,0,
4/26/24,6,16B,3136,0,1,0,0,0,
5/1/24,6,16B,3136,1,0,1,0,0,
5/9/24,6,16B,3136,1,0,0,0,1,
5/17/24,6,16B,3136,0,1,0,0,0,
4/12/24,6,13C,3345,1,0,0,0,0,
4/19/24,6,13C,3345,1,0,0,0,0,
4/26/24,6,13C,3345,2,1,0,0,0,
5/1/24,6,13C,3345,2,0,1,0,0,
5/9/24,6,13C,3345,0,2,0,0,1,
5/17/24,6,13C,3345,0,0,1,0,2,
4/12/24,6,12C,3358,1,0,0,0,0,
4/19/24,6,12C,3358,2,0,0,0,0,
4/26/24,6,12C,3358,1,2,0,0,0,
5/1/24,6,12C,3358,2,1,1,0,0,
5/9/24,6,12C,3358,2,1,1,0,0,
5/17/24,6,12C,3358,0,3,1,0,1,
4/12/24,6,12A,3753,1,0,0,0,0,
4/19/24,6,12A,3753,1,0,0,0,0,
4/26/24,6,12A,3753,1,1,0,0,0,
5/1/24,6,12A,3753,0,1,1,0,0,
5/9/24,6,12A,3753,1,1,1,1,0,
5/17/24,6,12A,3753,0,1,0,2,1,
4/12/24,6,5F,3070,1,0,0,0,0,
4/19/24,6,5F,3070,1,0,0,0,0,
4/26/24,6,5F,3070,1,0,0,0,0,
5/1/24,6,5F,3070,2,0,1,0,0,
5/9/24,6,5F,3070,2,1,0,0,1,
5/17/24,6,5F,3070,0,1,1,1,0,
5/24/24,6,5F,3070,0,0,1,0,2,
4/12/24,6,9J,3048,1,0,0,0,0,
4/19/24,6,9J,3048,1,1,0,0,0,
4/26/24,6,9J,3048,2,1,0,0,0,
5/1/24,6,9J,3048,0,1,0,0,0,"record says ""1F0B"""
5/9/24,6,9J,3048,0,1,0,0,1,
5/17/24,6,9J,3048,0,0,0,0,0,NPNT
4/19/24,6,16D,3887,1,0,0,0,0,
4/26/24,6,16D,3887,1,0,0,0,0,
5/1/24,6,16D,3887,2,0,0,0,0,
5/9/24,6,16D,3887,2,0,1,0,0,
5/17/24,6,16D,3887,0,0,1,2,0,
4/19/24,6,15E,3669,0,0,0,0,0,
4/26/24,6,15E,3669,1,0,0,0,0,
5/1/24,6,15E,3669,1,0,0,0,0,
5/9/24,6,15E,3669,0,0,1,0,0,
5/17/24,6,15E,3669,0,1,2,0,0,
5/24/24,6,15E,3669,0,0,1,2,0,
4/19/24,6,17I,3630,1,0,0,0,0,
4/26/24,6,17I,3630,1,0,0,0,0,
5/1/24,6,17I,3630,0,1,0,0,0,
5/9/24,6,17I,3630,0,1,0,0,0,
5/17/24,6,17I,3630,0,0,0,1,0,
4/19/24,6,15F,3372,1,0,0,0,0,
4/26/24,6,15F,3372,1,0,0,0,0,
5/1/24,6,15F,3372,0,1,0,0,0,
5/9/24,6,15F,3372,1,1,0,0,0,
5/17/24,6,15F,3372,0,1,0,1,0,
4/19/24,6,19H,3374,1,0,0,0,0,
4/26/24,6,19H,3374,1,0,0,0,0,
5/1/24,6,19H,3374,1,0,0,0,0,
5/9/24,6,19H,3374,0,0,1,0,0,
5/17/24,6,19H,3374,0,0,0,0,1,
4/19/24,6,19B,3466,1,0,0,0,0,
4/26/24,6,19B,3466,1,0,0,0,0,
5/1/24,6,19B,3466,1,0,0,0,0,
5/9/24,6,19B,3466,0,1,0,0,0,
5/17/24,6,19B,3466,0,1,0,1,0,
5/24/24,6,19B,3466,0,0,1,1,0,
4/26/24,6,13B,3489,1,0,0,0,0,
5/1/24,6,13B,3489,1,0,0,0,0,
5/9/24,6,13B,3489,0,0,1,0,0,
5/17/24,6,13B,3489,0,1,0,1,0,
4/26/24,6,10H,3518,2,0,0,0,0,
5/1/24,6,10H,3518,2,0,0,0,0,
5/9/24,6,10H,3518,1,2,0,0,0,
5/17/24,6,10H,3518,0,1,0,2,0,
4/26/24,6,3E,3400,1,0,0,0,0,
5/1/24,6,3E,3400,1,0,0,0,0,
5/9/24,6,3E,3400,0,1,0,0,0,
5/17/24,6,3E,3400,1,0,1,0,0,
4/26/24,6,19G,3955,1,0,0,0,0,
5/1/24,6,19G,3955,3,1,0,0,0,
5/9/24,6,19G,3955,2,1,3,0,0,
5/17/24,6,19G,3955,0,1,0,3,0,"record says ""3S1F2L"" (two lost)"
4/26/24,6,16F,3648,1,0,0,0,0,
5/1/24,6,16F,3648,2,0,0,0,0,
5/9/24,6,16F,3648,2,0,0,0,0,
5/17/24,6,16F,3648,0,0,0,0,0,NP
4/26/24,6,15G,3733,1,0,0,0,0,s
5/1/24,6,15G,3733,1,0,0,0,0,
5/9/24,6,15G,3733,1,0,0,0,0,
5/17/24,6,15G,3733,0,0,1,0,0,
4/26/24,6,15G,3777,1,0,0,0,0,
5/1/24,6,15G,3777,1,0,0,0,0,
5/9/24,6,15G,3777,1,0,0,0,0,
5/17/24,6,15G,3777,0,0,0,1,0,
4/26/24,6,5H,3790,2,0,0,0,0,
5/1/24,6,5H,3790,0,0,0,0,0,NT
5/9/24,6,5H,3790,0,0,0,0,0,NT
5/17/24,6,5H,3790,0,0,0,0,0,"record says ""-"""
5/1/24,6,15D,3141,1,0,0,0,0,
5/9/24,6,15D,3141,0,1,0,0,0,
5/17/24,6,15D,3141,1,0,0,1,0,
5/1/24,6,19D,3140,1,0,0,0,0,
5/9/24,6,19D,3140,1,0,0,0,0,
5/17/24,6,19D,3140,0,0,1,0,0,
5/1/24,6,19E,3570,0,0,0,0,0,[records crossed out on datasheet - not sure why]
5/9/24,6,19E,3570,0,0,0,0,0,[records crossed out on datasheet - not sure why]
5/17/24,6,19E,3570,0,0,0,0,0,[records crossed out on datasheet - not sure why]
5/1/24,6,5H,3008,2,0,0,0,0,
5/9/24,6,5H,3008,0,2,0,0,0,
5/17/24,6,5H,3008,0,0,2,0,0,
5/1/24,6,8J,3791,0,1,0,0,0,
5/9/24,6,8J,3791,0,0,1,0,0,
5/17/24,6,8J,3791,1,0,0,0,1,
5/1/24,6,6D,3179,1,0,1,0,0,
5/9/24,6,6D,3179,1,0,0,0,1,
5/17/24,6,6D,3179,0,0,1,1,0,
5/17/24,6,18A,3743,0,0,1,0,0,
5/17/24,6,11A,3789,0,0,1,0,0,
5/17/24,6,12A,7587,0,0,1,0,0,
4/3/24,7,2J,5052,2,0,0,0,0,
4/12/24,7,2J,5052,2,0,0,0,0,
4/20/24,7,2J,5052,3,0,0,0,0,
4/26/24,7,2J,5052,2,1,0,0,0,
5/2/24,7,2J,5052,1,1,1,0,0,
5/9/24,7,2J,5052,1,1,1,0,0,
5/16/24,7,2J,5052,0,0,1,1,1,
4/3/24,7,0E,5049,1,0,0,0,0,
4/12/24,7,0E,5049,1,0,0,0,0,
4/20/24,7,0E,5049,1,0,0,0,0,
4/26/24,7,0E,5049,2,0,0,0,0,
5/2/24,7,0E,5049,2,0,0,0,0,
5/9/24,7,0E,5049,0,2,0,0,0,
5/16/24,7,0E,5049,0,0,2,0,0,
4/3/24,7,0I,R,1,0,0,0,0,
4/12/24,7,0I,R,0,0,0,0,0,"record says ""-"""
4/20/24,7,0I,R,1,1,0,0,0,
4/26/24,7,0I,R,1,0,1,0,0,
5/2/24,7,0I,R,0,0,0,0,0,NT
5/9/24,7,0I,R,0,0,0,0,0,NT
5/16/24,7,0I,R,0,0,0,1,0,accidentally broke stem
4/12/24,7,3G,3450,0,1,0,0,0,
4/20/24,7,3G,3450,0,1,0,0,0,
4/26/24,7,3G,3450,2,1,0,0,0,
5/2/24,7,3G,3450,2,0,1,0,0,
5/9/24,7,3G,3450,0,2,0,1,0,
5/16/24,7,3G,3450,0,0,2,1,0,
4/12/24,7,5G,3401,1,0,0,0,0,
4/20/24,7,5G,3401,1,0,0,0,0,
4/26/24,7,5G,3401,1,0,0,0,0,
5/2/24,7,5G,3401,1,0,0,0,0,
5/9/24,7,5G,3401,1,0,0,0,0,
5/16/24,7,5G,3401,0,0,0,0,0,NP
4/3/24,7,5G,7544,1,0,0,0,0,
4/12/24,7,7G,7544,0,1,0,0,0,
4/20/24,7,7G,7544,0,1,0,0,0,
4/26/24,7,7G,7544,1,1,0,0,0,
5/2/24,7,7G,7544,1,0,1,0,0,
5/9/24,7,7G,7544,0,1,0,1,0,
5/16/24,7,7G,7544,0,0,0,2,0,
4/12/24,7,7C,3044,1,0,0,0,0,
4/20/24,7,7C,3044,1,0,0,0,0,
4/26/24,7,7C,3044,1,1,0,0,0,
5/2/24,7,7C,3044,2,1,0,0,0,
5/9/24,7,7C,3044,2,1,0,0,0,
5/16/24,7,7C,3044,1,0,2,0,0,
4/12/24,7,3B,3375,1,0,0,0,0,
4/20/24,7,3B,3375,1,0,0,0,0,
4/26/24,7,3B,3375,1,0,0,0,0,
5/2/24,7,3B,3375,1,1,0,0,0,
5/9/24,7,3B,3375,1,0,1,0,0,
5/16/24,7,3B,3375,1,0,1,0,0,
4/12/24,7,0A,7651,1,0,0,0,0,
4/20/24,7,0A,7651,1,0,0,0,0,
4/26/24,7,0A,7651,1,0,0,0,0,
5/2/24,7,0A,7651,1,0,0,0,0,
5/9/24,7,0A,7651,1,1,0,0,0,
5/16/24,7,0A,7651,1,0,1,0,0,
4/3/24,7,10B,3886,1,0,0,0,0,
4/12/24,7,10B,3886,0,1,0,0,0,
4/20/24,7,10B,3886,1,1,0,0,0,
4/26/24,7,10B,3886,1,1,0,0,0,
5/2/24,7,10B,3886,1,0,1,1,0,
5/9/24,7,10B,3886,1,1,0,1,0,
5/16/24,7,10B,3886,1,1,1,0,1,
4/3/24,7,10B,3298,1,0,0,0,0,
4/12/24,7,10B,3298,1,0,0,0,0,
4/20/24,7,10B,3298,1,0,0,0,0,stem broken
4/26/24,7,10B,3298,1,0,0,0,0,stem still broken
5/2/24,7,10B,3298,2,0,0,0,0,
5/9/24,7,10B,3298,2,0,0,0,0,
5/16/24,7,10B,3298,0,0,2,0,0,
4/12/24,7,9C,5047,1,0,0,0,0,
4/20/24,7,9C,5047,2,0,0,0,0,
4/26/24,7,9C,5047,2,1,0,0,0,
5/2/24,7,9C,5047,2,1,0,0,0,
5/9/24,7,9C,5047,0,2,1,0,0,
5/16/24,7,9C,5047,0,0,3,0,0,
4/3/24,7,16D,5040,1,0,0,0,0,
4/12/24,7,16D,5040,1,0,0,0,0,
4/20/24,7,16D,5040,2,0,0,0,0,
4/26/24,7,16D,5040,1,1,0,0,0,
5/2/24,7,16D,5040,1,1,1,0,0,
5/9/24,7,16D,5040,1,1,0,0,1,
5/16/24,7,16D,5040,0,0,2,1,0,
4/3/24,7,15B,5032,1,0,0,0,0,
4/12/24,7,15B,5032,3,0,0,0,0,
4/20/24,7,15B,5032,4,0,0,0,0,
4/26/24,7,15B,5032,5,0,0,0,0,
5/2/24,7,15B,5032,6,2,0,0,0,
5/9/24,7,15B,5032,3,1,4,0,0,
5/16/24,7,15B,5032,0,3,2,0,1,2 lost
4/12/24,7,17C,3408,1,0,0,0,0,
4/20/24,7,17C,3408,1,0,0,0,0,
4/26/24,7,17C,3408,1,0,0,0,0,broken off
5/2/24,7,17C,3408,1,0,0,0,0,
5/9/24,7,17C,3408,1,0,0,0,0,
5/16/24,7,17C,3408,0,1,0,0,0,
4/12/24,7,16E,3407,1,0,0,0,0,
4/20/24,7,16E,3407,1,0,0,0,0,
4/26/24,7,16E,3407,1,1,0,0,0,
5/2/24,7,16E,3407,1,0,1,0,0,
5/9/24,7,16E,3407,1,0,1,0,0,
5/16/24,7,16E,3407,0,0,2,0,0,
4/12/24,7,13G,3150,1,0,0,0,0,
4/20/24,7,13G,3150,1,0,0,0,0,
4/26/24,7,13G,3150,1,0,0,0,0,
5/2/24,7,13G,3150,0,1,0,0,0,
5/9/24,7,13G,3150,1,1,0,0,0,
5/16/24,7,13G,3150,1,0,1,1,0,
4/12/24,7,11J,5054,1,0,0,0,0,
4/20/24,7,11J,5054,1,0,0,0,0,
4/26/24,7,11J,5054,1,0,0,0,0,
5/2/24,7,11J,5054,0,1,0,0,0,
5/9/24,7,11J,5054,0,0,1,0,0,
5/16/24,7,11J,5054,0,1,0,1,0,
4/12/24,7,14J,5056,1,0,0,0,0,
4/20/24,7,14J,5056,1,0,0,0,0,
4/26/24,7,14J,5056,0,1,0,0,0,
5/2/24,7,14J,5056,1,1,0,0,0,
5/9/24,7,14J,5056,1,0,1,0,0,
5/16/24,7,14J,5056,0,1,1,0,0,
4/20/24,7,2J,7644,1,0,0,0,0,
4/26/24,7,2J,7644,0,1,0,0,0,
5/2/24,7,2J,7644,0,1,0,0,0,
5/9/24,7,2J,7644,1,0,1,0,0,
5/16/24,7,2J,7644,0,0,2,0,0,
4/20/24,7,0B,3981,1,0,0,0,0,
4/26/24,7,0B,3981,0,1,0,0,0,
5/2/24,7,0B,3981,1,1,0,0,0,
5/9/24,7,0B,3981,1,0,1,0,0,
5/16/24,7,0B,3981,1,0,0,0,1,
4/20/24,7,8J,3994,2,0,0,0,0,
4/26/24,7,8J,3994,1,0,0,0,0,
5/2/24,7,8J,3994,1,1,0,0,0,
5/9/24,7,8J,3994,1,1,1,0,0,
5/16/24,7,8J,3994,0,2,0,1,0,
4/20/24,7,10A,3100,1,0,0,0,0,
4/26/24,7,10A,3100,1,0,0,0,0,
5/2/24,7,10A,3100,1,1,0,0,0,
5/9/24,7,10A,3100,1,0,1,0,0,
5/16/24,7,10A,3100,0,0,1,1,0,
4/20/24,7,13D,5048,1,0,0,0,0,
4/26/24,7,13D,5048,2,0,1,0,0,
5/2/24,7,13D,5048,2,0,1,0,0,
5/9/24,7,13D,5048,0,2,0,1,0,
5/16/24,7,13D,5048,0,0,2,0,1,
4/20/24,7,15D,3447,0,0,0,0,0,[records crossed out on datasheet - not sure why]
4/26/24,7,15D,3447,0,0,0,0,0,[records crossed out on datasheet - not sure why]
5/2/24,7,15D,3447,0,0,0,0,0,[records crossed out on datasheet - not sure why]
5/9/24,7,15D,3447,0,0,0,0,0,[records crossed out on datasheet - not sure why]
5/16/24,7,15D,3447,0,0,0,0,0,[records crossed out on datasheet - not sure why]
4/20/24,7,13G,5041,1,0,0,0,0,
4/26/24,7,13G,5041,1,0,0,0,0,
5/2/24,7,13G,5041,0,1,0,0,0,
5/9/24,7,13G,5041,0,0,0,0,0,NP
5/16/24,7,13G,5041,0,0,0,0,0,NP
4/20/24,7,13H,3403,1,0,0,0,0,
4/26/24,7,13H,3403,1,0,0,0,0,
5/2/24,7,13H,3403,1,0,0,0,0,
5/9/24,7,13H,3403,0,1,0,0,0,
5/16/24,7,13H,3403,0,0,0,1,0,
4/20/24,7,14D,3477,1,0,0,0,0,
4/26/24,7,14D,3477,1,0,0,0,0,
5/2/24,7,14D,3477,1,0,0,0,0,
5/9/24,7,14D,3477,0,1,0,0,0,
5/16/24,7,14D,3477,0,0,1,0,0,
4/20/24,7,13J,3406,1,0,0,0,0,
4/26/24,7,13J,3406,1,0,0,0,0,
5/2/24,7,13J,3406,1,0,0,0,0,
5/9/24,7,13J,3406,0,1,0,0,0,
5/16/24,7,13J,3406,0,0,1,0,0,
4/20/24,7,13J,7639,1,0,0,0,0,
4/26/24,7,13J,7639,1,0,0,0,0,
5/2/24,7,13J,7639,1,0,0,0,0,
5/9/24,7,13J,7639,0,1,0,0,0,
5/16/24,7,13J,7639,0,0,1,0,0,
4/20/24,7,13J,7631,1,0,0,0,0,
4/26/24,7,13J,7631,1,0,0,0,0,
5/2/24,7,13J,7631,1,0,0,0,0,
5/9/24,7,13J,7631,0,0,1,0,0,
5/16/24,7,13J,7631,0,0,0,1,0,
4/26/24,7,13G,7643,0,1,0,0,0,
5/2/24,7,13G,7643,0,1,0,0,0,
5/9/24,7,13G,7643,1,0,0,0,1,
5/16/24,7,13G,7643,1,0,0,0,1,
4/26/24,7,15C,3409,1,0,0,0,0,
5/2/24,7,15C,3409,0,1,0,0,0,broke
5/9/24,7,15C,3409,1,0,0,0,0,
5/16/24,7,15C,3409,0,0,1,0,0,
4/26/24,7,17E,5037,1,0,0,0,0,
5/2/24,7,17E,5037,1,0,0,0,0,
5/9/24,7,17E,5037,0,1,0,0,0,
5/16/24,7,17E,5037,0,0,1,0,0,
4/26/24,7,16E,7538,1,0,0,0,0,
5/2/24,7,16E,7538,1,0,0,0,0,
5/9/24,7,16E,7538,0,1,0,0,0,
