Year,Plot,Tag,Xcoor,Ycoor,No.leaves,Leaf.length,No.umbels,Stalk_Height,umbel.diam,notes,tag.pulled
2024,12,3413,16,I,1,21,1,25.5,5,,
2024,12,3139,17,A,1,13,0,,,,
2024,12,3147,17,B,3,15,1,28,5,,
2024,12,3395,17,C,2,14.5,1,22,4.5,,
2024,12,3148,17,D,1,6.5,0,,,,
2024,12,3386,17,D,0,,,,,NP,
2024,12,3451,17,D,1,13.5,0,,,,
2024,12,3938,17,F,2,13.5,0,,,moss,
2024,12,3415,17,H,1,11,0,,,,
2024,12,3536,18,A,2,16.5,1,20,3,near hose,
2024,12,3418,18,C,1,13,0,,,in moss,
2024,12,3388,18,E,2,10.5,1,29.5,4,,
2024,12,3132,18,F,1,7,0,,,,
2024,12,3417,18,F,0,,,,,NP,
2024,12,7511,18,F,2,12.5,0,,,,
2024,12,3416,18,G,0,,,,,NPNT,
2024,12,3768,18,G,1,14.5,0,,,,
2024,12,3226,19,D,1,11,0,,,,
2024,12,3758,19,H,2,14,2,34.5,6; 0.5,second umble still bud,
2024,13,3027,0,C,0,,,,,NPNT,
2024,13,3421,0,C,1,4,1,21.5,2.5,leaf mostly gone,
2024,13,3422,0,C,2,8,1,30,4,,
2024,13,3428,0,D,0,,,,,NP,
2024,13,3429,0,D,2,6,1,24.5,3,,
2024,13,3431,0,D,6,14,3,25,2.5; 3; 4,,
2024,13,3726,0,E,2,,1,,,umbel and leaves eaten off,
2024,13,3980,0,F,4,13,2,36.5,3; 3.5,,
2024,13,3769,0,G,3,11,1,37.5,3,tag is 3769 not 3558,
2024,13,3096,0,H,2,23,1,37,4,missed in phen because outside plot,
2024,13,3112,0,J,0,,,,,NP; tag pulled,TRUE
2024,13,3299,1,G,0,,,,,NPNT,
2024,13,3187,1,J,5,9,3,28.5,2.5; 4; 1,,
2024,13,3441,2,B,2,14,1,41,6,,
2024,13,3178,2,C,3,10,2,22.5,2; 2,,
2024,13,3595,2,F,0,,,,,NP; tag pulled,TRUE
2024,13,3978,2,F,8,9,4,28,2.5; 3; 2; 2.5,,
2024,13,3604,2,H,6,9.5,4,20,NA; 3; 2.5; 2,earliest umbel eaten counted not measured,
2024,13,3433,3,A,4,11,2,2,3; 2.5,,
2024,13,3336,3,C,4,18.5,2,30.5,3.5; 4,,
2024,13,3026,3,E,2,16.5,1,18.5,3,,
2024,13,7527,3,F,6,11.5,5,28.5,1.5; 5; 5.5; 2; 1.5,,
2024,13,3120,3,H,3,15,2,17.5,2.5; 2,,
2024,13,3367,3,H,1,13,1,19.5,4,,
2024,13,3400,3,H,3,9.5,3,30,3.5; 2; 3,,
2024,13,7537,4,C,3,7,2,30,3; 3.5,,
2024,13,3778,4,H,0,,,,,NPNT,
2024,13,3155,5,A,5,11,2,22.5,3; 3,,
2024,13,3826,5,A,6,9.5,2,21.5,3; 2,,
2024,13,3382,5,C,2,7.5,1,28.5,3,,
2024,13,3123,5,H,7,12.5,3,33,5; 3; 3.5,,
2024,13,3384,6,G,1,14,1,16,2.5,,
2024,13,3427,6,I,2,16,1,20,3.5,,
2024,13,7589,6,I,2,12,1,25.5,2.5,,
2024,13,3390,7,G,3,12.5,2,29,3; 3,was 3391 in phen,
2024,13,3780,7,J,2,9.5,1,26,3.5,,
2024,13,7592,7,J,4,16,3,34,4; 4.5; 2.5,spittlebug,
2024,13,3391,7,G,2,12.5,1,16,2.5,in 7G not K,
2024,13,3638,8,C,5,13,3,27,2; 4.5; 6,spittlebug,
2024,13,3114,8,H,2,13,0,,,plant behind tag/pin,
2024,13,3694,9,A,0,,,,,NPNT,
2024,13,3088,9,B,6,10.5,4,2.5,3;  3.5; 2.5; 2,,
2024,13,3590,9,C,4,10.5,2,30,NA; 4,,
2024,13,7571,9,G,0,,,,,NP,
2024,13,3119,9,H,2,14,1,13.5,2,,
2024,13,3141,10,A,0,,,,,NPNT,
2024,13,3616,10,B,3,11,2,31.5,2; 5.5,,
2024,13,3018,10,G,4,9,3,31.5,NA; 2.5; 2.5,two basal leaves gone,
2024,13,3642,10,G,0,,,,,NPNT,
2024,13,3143,11,A,3,11.5,1,21.5,2.5,,
2024,13,7700,11,E,0,,,,,NP; moss,
2024,13,7683,11,E,1,6,0,,,moss,
2024,13,3775,11,G,3,11,2,28,2; 3,,
2024,13,3118,11,H,3,11,2,26,1.5; 2,,
2024,13,3658,11,I,1,14,0,,,,
2024,13,3138,12,A,1,11,0,,,,
2024,13,3333,12,A,3,13,1,17,1.5,not in phen because on boundary; flp 22 may,
2024,13,3593,12,A,1,17.5,0,,,,
2024,13,3396,12,B,3,12,1,25,3.5,,
2024,13,7697,12,D,0,,,,,NP; moss,
2024,13,7695,12,E,0,,,,,NP,
2024,13,3389,12,F,5,13.5,2,33,3.5; 2.5,tag is 3481 not 3389,
2024,13,3108,12,G,4,18,3,25.5,2; 2.5; 2,,
2024,13,3167,12,G,0,,,,,NP but found unattached leaves nearby,
2024,13,3997,12,G,2,16.5,0,,,,
2024,13,3756,12,G,1,13,0,,,,
2024,13,7532,12,H,1,15.5,0,,,in moss,
2024,13,3620,12,J,3,15,2,26.5,2.5; 2,moss clump,
2024,13,3128,13,H,2,13.5,1,22,3,,
2024,13,3675,13,I,5,16,3,22.5,3; 2.5; 1,,
2024,13,3373,13,J,1,14.5,0,,,moss,
2024,13,3136,14,A,1,8.5,0,,,,
2024,13,3196,14,A,0,,,,,NPNT,
2024,13,3042,14,B,2,11,1,24,2,BTP in phen,
2024,13,3500,14,C,1,23.5,0,,,,
2024,13,3724,14,C,1,19.5,0,,,,
2024,13,3498,14,D,0,,,,,NPNT,
2024,13,3515,14,G,5,17.5,3,26.5,3; 3.5; 3.5,,
2024,13,3359,14,H,1,13,0,,,in moss,
2024,13,3705,14,H,2,15,0,,,,
2024,13,3179,15,B,0,,,,,NPNT,
2024,13,3491,15,E,1,20.5,0,,,plant behind tag/pin,
2024,13,3605,15,F,3,16.5,1,33.5,4,gsp in phen,
2024,13,3358,16,A,1,14.5,0,,,,
2024,13,3853,16,A,1,9.5,0,,,accidentally pulled leaf,
2024,13,3478,16,B,3,13,0,,,,
2024,13,3355,16,C,1,16,0,,,,
2024,13,3494,16,D,2,11.5,1,19.5,3.5,,
2024,13,3376,16,F,2,15,2,33,1.5; 3.5,first umbel measured was shriveled and dead,
2024,13,3023,16,G,1,14.5,1,21.5,2.5,,
2024,13,3117,16,H,1,16,1,19.5,3,,
2024,13,3154,16,J,4,11,2,9,2; 3,in moss,
2024,13,3357,16,J,0,,,,,NPNT,
2024,13,3387,17,A,1,13,0,,,,
2024,13,3396,17,A,1,13,0,,,,
2024,13,3438,17,A,0,,,,,NPNT,
2024,13,3953,17,A,1,13,0,,,,
2024,13,3126,17,B,1,14.5,0,,,in moss,
2024,13,3164,17,C,1,15.5,0,,,,
2024,13,3497,17,C,0,,,,,NP,
2024,13,3628,17,D,2,17,0,,,accidentally pulled leaf,
2024,13,3397,17,G,2,12,1,15.5,2,,
2024,13,7514,17,G,1,16,0,,,,
2024,13,3180,17,H,3,18,1,18,3,,
2024,13,3392,18,C,1,10.5,0,,,,
2024,13,3377,18,D,0,,,,,NP,
2024,13,3573,18,D,0,,,,,NPNT,
2024,13,3383,18,I,1,17,0,,,,
2024,13,3781,19,C,1,11.5,0,,,accidentally pulled leaf while measuring,
2024,13,3681,19,D,1,9.5,0,,,plant behind tag,
2024,13,3061,19,E,0,,,,,NP,
2024,13,3701,19,E,0,,,,,NP; tag pulled,TRUE
2024,13,3565,19,F,1,12,0,,,plant 3cm from tag,
2024,13,3617,19,G,1,16,0,,,,
2024,14,3004,0,A,1,16,0,,,sticking up out of moss,
2024,14,7566,0,D,1,20,0,,,next to another small untagged plant; in moss,
2024,14,3699,0,E,2,13,2,43,4; 7,,
2024,14,3752,0,H,1,16.5,0,,,moss; xcoord is 1 not zero,
2024,14,7671,0,H,1,9,0,,,in moss,
2024,14,3433,1,I,1,24,0,,,moss; xcoord is 2 not 1,
2024,14,7672,0,J,0,,,,,NPNT,
2024,14,3459,1,A,0,,,,,NPNT,
2024,14,3495,1,A,1,22,0,,,moss; next to smaller untagged plant,
2024,14,3464,1,B,1,19.5,0,,,,
2024,14,7685,1,D,1,21,0,,,in moss,
2024,14,7516,1,E,2,10.5,1,37.5,2,broke basal leaf while searching might be longer,
2024,14,3431,1,F,0,,,,,NPNT; moss,
2024,14,3754,1,F,1,25,0,,,in moss,
2024,14,7679,1,G,1,14,0,,,in moss,
2024,14,3058,2,A,2,11.5,1,28,3,,
2024,14,3350,2,A,0,,,,,NP,
2024,14,3379,2,A,2,21.5,1,15,2,,
2024,14,3711,2,G,1,18,0,,,moss,
2024,14,7680,2,I,0,,,,,NPNT; moss,
2024,14,3432,2,J,3,19.5,2,33.5,3; 3.5,in moss,
2024,14,3469,3,A,3,17,2,25,2.5; 2,,
2024,14,3035,3,B,1,18.5,0,,,moss,
2024,14,7577,3,B,1,17,0,,,,
2024,14,3776,3,J,3,21,2,30.5,5; 1.5,,
2024,14,3382,4,A,0,,,,,NP; moss,
2024,14,3689,4,B,1,18.5,0,,,,
2024,14,3158,4,C,2,15,1,26,3,,
2024,14,3435,5,A,0,,,,,NP; moss,
2024,14,3486,5,A,0,,,,,NP; possibly is 7575?,
2024,14,3463,5,B,2,8.5,1,21.5,3,basal leaf gone,
2024,14,7575,5,B,1,15.5,0,,,moss; possibly is 3486?,
2024,14,7528,5,B,1,15.5,0,,,next to 3689,
2024,14,3468,5,C,0,,,,,NPNT; misread of 3486?,
2024,14,3671,5,C,4,9,2,34,2.5; 1.5,in phen as 3926,
2024,14,3385,5,D,1,19,0,,,,
2024,14,3475,5,D,1,22,0,,,,
2024,14,3926,5,D,2,21.5,0,,,phen records for this tag are actually plant 3671,
2024,14,7518,5,D,0,,,,,NP; moss,
2024,14,3913,5,E,0,,,,,NP,
2024,14,3300,6,B,3,14,2,34,2.5; 2.5,,
2024,14,3430,6,B,1,16.5,0,,,,
2024,14,3534,6,B,0,,,,,NPNT,
2024,14,3487,6,C,0,,,,,NPNT,
2024,14,3816,6,G,1,24,0,,,,
2024,14,3520,7,A,0,,,,,NPNT; many untagged plants,
2024,14,3434,7,B,1,8.5,0,,,,
2024,14,3305,7,B,3,5,2,37.5,3; 4,basal leaf gone,
2024,14,7557,7,G,1,21.5,0,,,,
2024,14,3661,7,I,0,,,,,NP; tag pulled,TRUE
2024,14,3362,8,A,1,16.5,0,,,,
2024,14,3360,8,D,2,24,1,42.5,4.5,,
2024,14,3361,9,B,0,,,,,NP,
2024,14,3086,9,C,2,11,1,30,2,,
2024,14,3366,9,C,2,16,0,,,,
2024,14,3885,9,D,1,25,0,,,very close to Dactylis,
2024,14,7595,10,A,0,,,,,NP,
2024,14,7594,10,B,1,17.5,0,,,,
2024,14,3607,10,D,1,23,0,,,accidentally pulled leaf off when measuring,
2024,14,3682,10,D,1,24,0,,,,
2024,14,3084,12,A,0,,,,,xcoord is 14 not 12; NP,
2024,14,7576,12,A,0,,,,,NP,
2024,14,3359,14,C,0,,,,,NPNT,
2024,14,3526,14,E,3,10,0,,,,
2024,14,3838,14,G,2,17.5,1,30.5,3.5,,
2024,14,3364,14,H,0,,,,,NPNT,
2024,14,3169,15,A,1,17,0,,,,
2024,14,3367,15,H,1,21.5,0,,,tag is 3363 not 3367,
2024,14,3556,15,H,5,17.5,3,34.5,2; 3; 4,,
2024,14,3370,16,A,0,,,,,NP,
2024,14,3378,16,A,1,9,0,,,,
2024,14,3118,17,A,2,17,1,26,2,,
2024,14,3066,17,B,0,,,,,NPNT,
2024,14,3928,17,B,0,,,,,NP,
2024,14,3840,17,F,2,17.5,1,38.5,4.5,,
2024,14,3149,19,A,1,14.5,0,,,,
2024,14,3530,19,C,2,15.5,1,37,4,not in phen b/c outside plot,
2024,14,3101,19,D,1,19.5,0,,,,
2024,14,3829,19,D,3,14.5,1,18,1.5,not in phen b/c outside plot,
2024,14,3346,19,F,1,13,0,,,,
2024,14,3440,19,F,1,14,0,,,,
2024,14,3374,19,G,1,15,0,,,,
2024,14,3575,19,G,1,19.5,0,,,,
2024,15,3892,0,B,4,20,3,44.5,3.5; 5; 5,spittlebug,
2024,15,3157,0,J,0,,,,,NPNT; found [can't read] might be 3393,
2024,15,3393,0,J,2,29.5,1,48,,GTP in phen,
2024,15,3818,1,A,6,15,6,23.5,4; 0.5; 5; 5; 0,one umbel dead unmeasured,
2024,15,3392,1,I,0,,,,,NPNT,
2024,15,3063,1,J,2,20.5,1,33,4,,
2024,15,3426,1,J,3,28,1,42,2,,
2024,15,3427,1,J,7,25,3,48.5,4; 2.5; 3,,
2024,15,7572,1,J,2,9.5,0,,,accidentally broke leaves,
2024,15,3065,2,F,16,6,9,44.5,2.5; 3; 4; 2.5; 4; 4; 4.5; 3; 2.5,spittlebug,
2024,15,3423,2,I,2,22,1,34,3,spittlebug,
2024,15,3882,2,I,5,19.5,2,2,3; 3,,
2024,15,3485,3,A,9,19,6,40.5,3; 3.5; 3.5; 3; 3; 4,,
2024,15,3341,3,H,5,26,3,53.5,5; 5; 4,,
2024,15,3052,3,J,2,23,1,41,5,,
2024,15,3659,4,C,6,26,4,34,6.5; 4; 4,one umbel and leaf counted but gone,
2024,15,7652,4,G,0,,,,,NPNT,
2024,15,3881,5,E,3,17.5,2,23,3; 1.5,spittlebug,
2024,15,3479,5,F,4,17,2,31,3; 1.5,,
2024,15,3940,5,I,1,30,0,,,,
2024,15,3332,5,J,3,24,1,43,3.5,is RSP in phen,
2024,15,7598,6,A,4,18.5,2,31.5,4; 2,,
2024,15,3177,6,G,3,21.5,1,47,5.5,,
2024,15,3068,6,I,4,22,2,33.5,4; 2,,
2024,15,3417,6,I,6,30.5,3,58,2.5; 2.5; 4,,
2024,15,3095,6,J,6,18,4,46,2.5; 1.5; 4; 1.5,,
2024,15,3472,6,J,5,27.5,1,42.5,2.5,umbel likely missed in phen,
2024,15,7593,7,A,5,21.5,2,35,2; 2.5,,
2024,15,3017,7,G,3,16,2,32,2.5; 2.5,,
2024,15,3083,7,I,4,20.5,0,,,,
2024,15,3760,8,G,1,20.5,0,,,,
2024,15,3458,8,I,2,20,1,22.5,3,stem grazed; likely other umbels lost check phen,
2024,15,3863,8,I,5,17,3,34.5,2; 2.5; 3,,
2024,15,3404,9,G,5,16.5,5,32.5,2.5; 2.5; 2.5; 3.5,3404 mistakenly 3402 in phen; one umbel eaten and not measured,
2024,15,3774,9,F,5,20,1,38.5,3.5,spittlebug,
2024,15,3402,9,F,2,20.5,0,,,,
2024,15,3014,9,I,5,15.5,4,24.5,2; 3; NA; NA,two umbels are buds; counted not measured,
2024,15,3021,9,J,0,,,,,NPNT,
2024,15,3673,10,A,3,13.5,2,32.5,2; 4.5,,
2024,15,3500,10,D,6,16,2,39.5,4.5; 4,,
2024,15,3734,10,H,3,15,1,25,3,,
2024,15,3848,10,J,0,,,,,NP; tag pulled,TRUE
2024,15,3742,10,J,0,,,,,NP; tag pulled,TRUE
2024,15,3354,11,B,11,15.5,8,3.5,2; 2; 2.5; 1.5; 2; 3.5; 3; 1.5,,
2024,15,3397,11,F,7,15.5,3,25,3; 4; 5,spittlebug,
2024,15,3900,11,F,0,,,,,NPNT,
2024,15,3755,11,I,0,,,,,NP; tag pulled,TRUE
2024,15,3490,12,C,4,14,3,29,2.5; NA; 2,second umble still bud,
2024,15,3612,12,E,4,16.5,3,16,3; 3; 0.5,,
2024,15,3737,12,E,4,18.5,3,31,4; 3; 1,,
2024,15,3615,12,F,0,,,,,NP; tag pulled,TRUE
2024,15,3401,12,G,9,11.5,5,25.5,3; 2; 3; 2; 2.5,,
2024,15,3894,12,G,0,,,,,NPNT,
2024,15,3297,12,I,9,12.5,5,31,4; 3.5; 1.5; 2; 3.5,,
2024,15,3757,13,G,9,19,5,25.5,4.5; 4; 1.5; 3.5; 4.5,,
2024,15,3706,13,H,1,18.5,1,33.5,3.5,tag is 3076 not 3706,
2024,15,3740,13,J,0,,,,,NP; tag pulled,TRUE
2024,15,3736,14,B,0,,,,,NPNT,
2024,15,3831,14,B,5,13.5,3,35,5; 3.5; 2,tag is 3813 not 3831,
2024,15,3371,14,C,2,17.5,1,2,4.5,,
2024,15,3094,14,D,0,,,,,NPNT,
2024,15,3368,14,D,0,,,,,NP,
2024,15,3493,14,E,4,8.5,5,26,3; 4; 4; 4.5; NA,fifth umbel is still bud,
2024,15,3377,14,G,4,21.5,2,35.5,3; 2.5,,
2024,15,3489,14,G,7,17.5,5,37,5; 4.5; 5; 4; 2,,
2024,15,3047,14,J,9,26,5,16.5,5; 4.5; 3; 4; 4.5,,
2024,15,3868,15,A,7,19,4,43,3.5; 3; 1; 4,,
2024,15,3446,15,C,2,19.5,1,21,1.5,,
2024,15,3455,15,C,3,14,1,23,3.5,,
2024,15,7521,15,E,2,7.5,2,21.5,2,missed in phen; basal leaf senesced measured shorter leaf,
2024,15,3481,15,H,3,18,2,33.5,3.5; 4.5,,
2024,15,3581,15,I,4,24.5,2,34.5,5; 5,,
2024,15,3391,16,A,0,,,,,in phen? NP,
2024,15,3116,16,C,6,19,4,32.5,3; 4.5; 1.5; 3.5,,
2024,15,3498,16,C,2,12,2,22,0.5; 3,,
2024,15,3395,16,G,3,19.5,2,34.5,3; 2.5,,
2024,15,3686,16,H,4,22.5,1,32,6,,
2024,15,3384,16,I,6,18.5,4,43,4; 3.5; 2.5; 3,,
2024,15,3482,16,J,4,23,2,22.5,2.5; 3.5,spittlebug; accidentally broke umbel,
2024,15,3491,17,E,4,20,1,41.5,2.5,,
2024,15,3436,17,H,3,20,1,32.5,4,,
2024,15,3738,17,H,5,21,3,26,2; 2; 4,,
2024,15,3457,18,A,6,20,2,40,5; 1,,
2024,15,3006,18,B,0,,,,,NP,
2024,15,3372,19,C,5,22,3,38,3.5; 3.5; 1.5,,
2024,15,3766,19,D,4,24.5,2,41,3.5; 4,,
2024,4,7582,2,C,1,6.5,0,,,,
2024,4,7661,3,D,1,7,0,,,,
2024,4,7558,2,C,1,6.5,0,,,,
2024,4,7693,2,C,1,11.5,0,,,,
2024,4,7660,4,A,3,8,0,,,,
2024,3,7584,7,B,1,14,0,,,,
2024,3,7588,4,B,1,12,0,,,,
2024,3,7554,4,I,1,6.5,0,,,,
2024,3,7654,3,I,1,17,0,,,,
2024,3,7648,2,I,1,8,0,,,,
2024,3,7662,6,C,1,11,0,,,,
2024,15,7654,14,F,2,12,1,28,5,BSP in phen,
2024,15,7663,18,E,1,16,1,22.5,2.5,BSP in phen; might be 3178?,
2024,15,7676,19,F,2,12,1,23.5,2,RTP in phen,
2024,15,7675,10,J,4,16.5,2,21,2.5; 2,RSP in phen; also is BSP in phen; merge phen records,
2024,15,7691,7,J,5,18,4,33.5,1.5; 1.5; 1; 4,BSP in phen,
2024,15,7657,7,F,4,23.5,1,44.5,3,BSP in phen; spittlebug,
2024,15,7665,5,I,2,6.5,1,24.5,1.5,BSP in phen; long leaf senesced,
2024,10,7647,6,B,1,20.5,0,,,black spots on leaves,
2024,10,7646,6,A,1,15,0,,,,
2024,10,7665,7,C,1,10,0,,,,
2024,11,7645,7,A,2,20,1,31.5,3.5,,
2024,7,7651,0,A,3,31.5,2,32.5,5; 2,RTP in phen,
2024,7,7656,0,J,4,12,3,36.5,0; 6; 1.5,first umbel looks like aborted bud; leaves eaten,
2024,7,7644,3,J,4,26.5,2,57.5,3.5; 2.5,,
2024,7,7643,13,G,2,17.5,2,43.5,NA; 3,one umbel dead and not measurable,
2024,7,7631,13,J,2,21.5,1,33,4.5,RSP in phen,
2024,7,7639,13,J,1,23,1,34.5,3,YSP in phen; next to 3406,
2024,13,7638,15,J,5,10,2,18,2.5; 2.5,YSP in phen,
2024,13,7634,7,J,2,12.5,1,20.5,2,BSP in phen,
2024,13,7632,10,F,3,12.5,1,22,3,GTP in phen,
2024,13,7642,17,J,2,13,2,21.5,3; 1,BSP in phen,
2024,13,7628,2,D,2,8.5,1,21.5,2.5,GSP in phen,
2024,12,7616,11,B,2,14.5,1,24,2,BSP in phen,
2024,1,7617,6,J,2,17,1,26,3,YSP in phen,
2024,2,7624,2,A,1,8.5,NA,,,RSP in phen; umbel(s) gone,
2024,14,7625,2,H,1,25,0,,,,
2024,14,7613,1,E,1,7.5,0,,,,
2024,14,7615,1,I,1,13.5,0,,,,
2024,14,7626,2,E,1,13.5,0,,,,
2024,13,7623,19,H,1,9.5,0,,,in moss; next to 3617,
2024,13,7621,18,D,1,8,0,,,,
2024,13,7637,12,B,1,5,0,,,,
2024,13,7622,14,H,1,12.5,0,,,def not new recruit,
2024,13,7612,14,B,1,8.5,0,,,,
2024,13,7629,13,A,1,6.5,0,,,,
2024,13,7627,13,F,1,4,0,,,moss,
2024,13,7620,12,F,1,10,0,,,not new recruit,
2024,13,7611,12,D,1,5,0,,,,
2024,13,7635,12,D,1,3,0,,,,
2024,13,7640,11,D,1,5,0,,,,
2024,12,7619,16,E,2,11.5,0,,,5cm from hose in moss,
2024,12,7614,18,G,1,12,0,,,moss; between 3216 and 3132,
2024,1,7618,2,A,1,6.5,0,,,,
2024,1,7630,3,E,1,8,0,,,,
2024,1,7633,5,G,1,5,0,,,,
2024,1,7641,4,C,1,9,0,,,,
2024,1,7636,4,H,1,6,0,,,,
2024,1,7610,5,E,1,9.5,0,,,measured shriveled leaf,
