survey.date,plot,tag,xcoor,ycoor,no.closed,no.unfurling,no.partial,no.flat,no.open,no.olp,no.seeding,no.dead,no.eaten,notes
5/7/2021,3,3759,15,B,0,0,0,0,0,1,0,0,0,
5/7/2021,3,3797,4,I,0,0,1,0,0,0,0,0,0,
5/14/2021,3,3349,1,F,0,0,0,0,1,0,0,0,0,
5/14/2021,3,3304,3,B,0,0,0,0,1,0,0,0,0,
5/14/2021,3,3759,15,B,0,0,0,0,0,0,1,0,0,
5/14/2021,3,3797,4,I,0,0,0,1,0,0,0,0,0,
5/20/2021,3,3349,1,F,0,0,0,0,0,0,1,0,0,
5/20/2021,3,3304,3,B,0,0,0,0,0,0,1,0,0,
5/20/2021,3,3759,15,B,0,0,0,0,0,0,1,0,0,
5/20/2021,3,3797,4,I,0,0,0,0,1,0,0,0,0,
5/27/2021,3,3349,1,F,0,0,0,0,0,0,1,0,0,
5/27/2021,3,3304,3,B,0,0,0,0,0,0,1,0,0,
5/27/2021,3,3759,15,B,0,0,0,0,0,0,1,0,0,
5/27/2021,3,3797,4,I,0,0,0,0,0,0,1,0,0,
6/4/2021,3,3349,1,F,0,0,0,0,0,0,1,0,0,
6/4/2021,3,3304,3,B,0,0,0,0,0,0,1,0,0,
6/4/2021,3,3759,15,B,0,0,0,0,0,0,1,0,0,
6/4/2021,3,3797,4,I,0,0,0,0,0,0,1,0,0,
6/10/2021,3,3349,1,F,0,0,0,0,0,0,1,0,0,
6/10/2021,3,3304,3,B,0,0,0,0,0,0,1,0,0,
6/10/2021,3,3759,15,B,0,0,0,0,0,0,1,0,0,
6/10/2021,3,3797,4,I,0,0,0,0,0,0,1,0,0,
4/30/2021,4,3634,18,O,1,0,0,0,0,0,0,0,0,
4/30/2021,4,3090,18,P,2,0,0,0,0,0,0,0,0,
4/30/2021,4,3321,16,L,0,0,1,1,0,0,0,0,0,
4/30/2021,4,3563,12,S,0,0,1,0,0,0,0,0,0,
4/30/2021,4,3750,12,P,0,0,0,1,0,0,0,0,0,
5/7/2021,4,3634,18,O,0,0,1,0,0,0,0,0,0,
5/7/2021,4,3090,18,P,0,0,2,0,0,0,0,0,0,
5/7/2021,4,3321,16,L,1,0,0,1,1,0,0,0,0,
5/7/2021,4,3563,12,S,0,1,0,0,1,0,0,0,0,
5/7/2021,4,3750,12,P,0,0,0,0,1,0,0,0,0,
5/7/2021,4,3064,1,H,0,0,1,0,0,0,0,0,0,
5/7/2021,4,3182,16,H,0,0,0,1,0,0,0,0,0,
5/7/2021,4,3730,0,I,0,0,1,0,0,0,0,0,0,
5/7/2021,4,3735,16,M,0,0,1,0,0,0,0,0,0,
5/7/2021,4,3732,16,M,0,0,1,0,0,0,0,0,0,
5/7/2021,4,2230,10,J,0,0,1,1,0,0,0,0,0,
5/14/2021,4,3634,18,O,0,0,0,1,0,0,0,0,0,
5/14/2021,4,3090,18,P,0,0,0,1,1,0,0,0,0,
5/14/2021,4,3321,16,L,0,0,0,2,1,0,0,0,0,
5/14/2021,4,3563,12,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NP this week
5/14/2021,4,3750,12,P,0,0,0,0,1,0,0,0,0,
5/14/2021,4,3064,1,H,0,0,0,0,1,0,0,0,0,
5/14/2021,4,3182,16,H,0,0,0,1,0,0,0,0,0,
5/14/2021,4,3730,0,I,0,0,0,0,1,0,0,0,0,
5/14/2021,4,3735,16,M,0,0,0,1,0,0,0,0,0,
5/14/2021,4,3732,16,M,0,0,0,1,0,0,0,0,0,
5/14/2021,4,2230,10,J,0,0,0,1,0,1,0,0,0,
5/14/2021,4,3555,11,T,0,0,0,1,0,0,0,0,0,
5/20/2021,4,3634,18,O,0,0,0,0,0,0,0,0,1,
5/20/2021,4,3090,18,P,0,0,0,0,1,0,0,0,1,
5/20/2021,4,3321,16,L,0,0,0,0,1,0,0,1,1,
5/20/2021,4,3563,12,S,0,0,0,0,1,1,0,0,0,
5/20/2021,4,3750,12,P,0,0,0,0,0,1,0,0,0,
5/20/2021,4,3064,1,H,0,0,0,0,1,0,0,0,0,
5/20/2021,4,3182,16,H,0,0,0,0,0,1,0,0,0,
5/20/2021,4,3730,0,I,0,0,0,0,0,1,0,0,0,
5/20/2021,4,3735,16,M,0,0,0,0,0,1,0,0,0,
5/20/2021,4,3732,16,M,0,0,0,0,1,0,0,0,0,
5/20/2021,4,2230,10,J,0,0,0,0,1,1,0,0,0,
5/20/2021,4,3555,11,T,0,0,0,1,0,0,0,0,0,
5/20/2021,4,3460,3,J,0,0,0,0,1,0,0,0,0,
5/20/2021,4,3122,8,J,0,0,0,0,0,1,0,0,0,
5/27/2021,4,3634,18,O,0,0,0,0,0,0,0,0,1,
5/27/2021,4,3090,18,P,0,0,0,0,0,0,1,0,1,
5/27/2021,4,3321,16,L,0,0,0,0,0,0,1,1,1,
5/27/2021,4,3563,12,S,0,0,0,0,0,1,1,0,0,
5/27/2021,4,3750,12,P,0,0,0,0,0,1,0,0,0,
5/27/2021,4,3064,1,H,0,0,0,0,0,1,0,0,0,
5/27/2021,4,3182,16,H,0,0,0,0,0,1,0,0,0,
5/27/2021,4,3730,0,I,0,0,0,0,0,0,1,0,0,
5/27/2021,4,3735,16,M,0,0,0,0,0,0,1,0,0,
5/27/2021,4,3732,16,M,0,0,0,0,0,0,1,0,0,
5/27/2021,4,2230,10,J,0,0,0,0,0,1,1,0,0,
5/27/2021,4,3555,11,T,0,0,0,0,0,1,0,0,0,
5/27/2021,4,3460,3,J,0,0,0,0,0,0,1,0,0,
5/27/2021,4,3122,8,J,0,0,0,0,0,0,1,0,0,
6/4/2021,4,3634,18,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/4/2021,4,3090,18,P,0,0,0,0,0,0,1,0,1,
6/4/2021,4,3321,16,L,0,0,0,0,0,0,1,1,1,
6/4/2021,4,3563,12,S,0,0,0,0,0,1,1,0,0,
6/4/2021,4,3750,12,P,0,0,0,0,0,1,0,0,0,
6/4/2021,4,3064,1,H,0,0,0,0,0,1,0,0,0,
6/4/2021,4,3182,16,H,0,0,0,0,0,1,0,0,0,
6/4/2021,4,3730,0,I,0,0,0,0,0,0,1,0,0,
6/4/2021,4,3735,16,M,0,0,0,0,0,0,1,0,0,
6/4/2021,4,3732,16,M,0,0,0,0,0,0,1,0,0,
6/4/2021,4,2230,10,J,0,0,0,0,0,1,1,0,0,
6/4/2021,4,3555,11,T,0,0,0,0,0,0,1,0,0,
6/4/2021,4,3460,3,J,0,0,0,0,0,0,1,0,0,
6/4/2021,4,3122,8,J,0,0,0,0,0,0,1,0,0,
6/10/2021,4,3634,18,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/10/2021,4,3090,18,P,0,0,0,0,0,0,1,0,1,
6/10/2021,4,3321,16,L,0,0,0,0,0,0,1,1,1,
6/10/2021,4,3563,12,S,0,0,0,0,0,1,1,0,0,
6/10/2021,4,3750,12,P,0,0,0,0,0,1,0,0,0,
6/10/2021,4,3064,1,H,0,0,0,0,0,1,0,0,0,
6/10/2021,4,3182,16,H,0,0,0,0,0,1,0,0,0,
6/10/2021,4,3730,0,I,0,0,0,0,0,0,1,0,0,
6/10/2021,4,3735,16,M,0,0,0,0,0,0,1,0,0,
6/10/2021,4,3732,16,M,0,0,0,0,0,0,1,0,0,
6/10/2021,4,2230,10,J,0,0,0,0,0,1,1,0,0,
6/10/2021,4,3555,11,T,0,0,0,0,0,0,1,0,0,
6/10/2021,4,3460,3,J,0,0,0,0,0,0,1,0,0,
6/10/2021,4,3122,8,J,0,0,0,0,0,0,1,0,0,
6/16/2021,4,3634,18,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/16/2021,4,3090,18,P,0,0,0,0,0,0,1,0,1,
6/16/2021,4,3321,16,L,0,0,0,0,0,0,1,1,1,
6/16/2021,4,3563,12,S,0,0,0,0,0,0,1,1,0,
6/16/2021,4,3750,12,P,0,0,0,0,0,1,0,0,0,
6/16/2021,4,3064,1,H,0,0,0,0,0,1,0,0,0,
6/16/2021,4,3182,16,H,0,0,0,0,0,1,0,0,0,
6/16/2021,4,3730,0,I,0,0,0,0,0,0,1,0,0,
6/16/2021,4,3735,16,M,0,0,0,0,0,0,1,0,0,
6/16/2021,4,3732,16,M,0,0,0,0,0,0,1,0,0,
6/16/2021,4,2230,10,J,0,0,0,0,0,1,1,0,0,
6/16/2021,4,3555,11,T,0,0,0,0,0,0,1,0,0,
6/16/2021,4,3460,3,J,0,0,0,0,0,0,1,0,0,
6/16/2021,4,3122,8,J,0,0,0,0,0,0,1,0,0,
4/22/2021,5,3200,4,F,0,0,1,0,0,0,0,0,0,
4/22/2021,5,5021,6,E,0,0,1,0,0,0,0,0,0,
4/22/2021,5,3093,14,A,1,0,0,0,0,0,0,0,0,
4/22/2021,5,3127,16,B,0,0,0,1,0,0,0,0,0,
4/22/2021,5,3124,16,D,0,0,1,0,0,0,0,0,0,
4/22/2021,5,3135,18,D,0,0,1,0,0,0,0,0,0,
4/22/2021,5,3488,13,I,1,1,0,1,0,0,0,0,0,
4/22/2021,5,3644,8,H,0,1,0,0,0,0,0,0,0,
4/22/2021,5,3546,9,F,0,1,0,0,0,0,0,0,0,
4/30/2021,5,3197,3,A,0,1,1,0,0,0,0,0,0,
4/30/2021,5,3560,3,B,0,0,0,1,0,0,0,0,0,
4/30/2021,5,3200,4,F,0,0,0,0,1,0,0,0,0,
4/30/2021,5,5021,6,E,0,0,0,1,0,0,0,0,0,
4/30/2021,5,3649,11,A,0,1,0,0,0,0,0,0,0,
4/30/2021,5,3093,14,A,0,0,1,0,0,0,0,0,0,
4/30/2021,5,5045,13,C,0,1,0,0,0,0,0,0,0,
4/30/2021,5,3127,16,B,0,0,0,1,0,0,0,0,0,
4/30/2021,5,3833,16,B,0,0,0,1,0,0,0,0,0,
4/30/2021,5,3124,16,D,0,0,0,1,0,0,0,0,0,
4/30/2021,5,3135,18,D,0,0,0,0,1,0,0,0,0,
4/30/2021,5,3067,16,F,0,0,0,1,0,0,0,0,0,
4/30/2021,5,3476,12,E,0,0,0,0,1,0,0,0,0,
4/30/2021,5,3488,13,I,1,0,0,1,1,0,0,0,0,
4/30/2021,5,3470,13,I,0,0,0,0,1,0,0,0,0,
4/30/2021,5,5036,11,H,0,1,0,0,0,0,0,0,0,
4/30/2021,5,3144,14,J,0,0,0,0,1,0,0,0,0,
4/30/2021,5,3644,8,H,1,0,0,0,1,0,0,0,0,
4/30/2021,5,3546,9,F,0,0,0,0,0,0,0,1,0,
5/4/2021,5,3810,9,B,1,0,0,0,0,0,0,0,0,
5/7/2021,5,3197,3,A,0,0,1,0,1,0,0,0,0,
5/7/2021,5,3560,3,B,0,0,0,1,0,0,0,0,0,
5/7/2021,5,3200,4,F,0,0,0,0,1,0,0,0,0,
5/7/2021,5,5021,6,E,0,0,0,0,0,1,0,0,0,
5/7/2021,5,3649,11,A,0,0,0,0,1,0,0,0,0,
5/7/2021,5,3093,14,A,0,0,0,1,0,0,0,0,0,
5/7/2021,5,5045,13,C,0,0,0,0,1,0,0,0,0,
5/7/2021,5,3127,16,B,0,0,0,0,1,0,0,0,0,
5/7/2021,5,3833,16,B,0,0,0,0,1,0,0,0,0,
5/7/2021,5,3124,16,D,0,0,0,0,0,1,0,0,0,
5/7/2021,5,3135,18,D,0,0,0,0,0,1,0,0,0,
5/7/2021,5,3067,16,F,0,0,0,0,1,0,0,0,0,
5/7/2021,5,3476,12,E,0,0,0,0,0,1,0,0,0,
5/7/2021,5,3488,13,I,0,1,0,1,0,0,0,1,0,
5/7/2021,5,3470,13,I,0,0,0,0,1,0,0,0,0,
5/7/2021,5,5036,11,H,0,0,0,0,0,0,0,1,0,
5/7/2021,5,3144,14,J,0,0,0,0,1,0,0,0,0,
5/7/2021,5,3644,8,H,0,1,0,0,0,1,0,0,0,
5/7/2021,5,3546,9,F,0,0,0,0,0,0,0,1,0,
5/7/2021,5,3810,9,B,1,0,0,0,0,0,0,0,0,
5/7/2021,5,3473,18,G,0,0,0,0,0,1,0,0,0,
5/14/2021,5,3197,3,A,0,0,0,0,2,0,0,0,0,
5/14/2021,5,3560,3,B,0,0,0,2,0,0,0,0,0,
5/14/2021,5,3200,4,F,0,0,0,0,0,0,1,0,0,
5/14/2021,5,5021,6,E,0,0,0,0,0,0,1,0,0,
5/14/2021,5,3649,11,A,0,0,0,0,0,0,1,0,0,
5/14/2021,5,3093,14,A,0,0,0,0,0,0,1,0,0,
5/14/2021,5,5045,13,C,0,0,0,0,1,0,0,0,0,
5/14/2021,5,3127,16,B,0,0,0,0,0,0,1,0,0,
5/14/2021,5,3833,16,B,0,0,0,0,0,0,1,0,0,
5/14/2021,5,3124,16,D,0,0,0,0,0,0,1,0,0,
5/14/2021,5,3135,18,D,0,0,0,0,0,0,1,0,0,
5/14/2021,5,3067,16,F,0,0,0,0,0,0,1,0,0,
5/14/2021,5,3476,12,E,0,0,0,0,0,0,1,0,0,
5/14/2021,5,3488,13,I,0,1,0,1,0,0,0,1,0,
5/14/2021,5,3470,13,I,0,0,0,0,0,0,0,1,0,
5/14/2021,5,5036,11,H,0,0,0,0,0,0,0,1,0,
5/14/2021,5,3144,14,J,0,0,0,0,0,0,0,1,0,
5/14/2021,5,3644,8,H,0,0,0,0,0,0,0,2,0,
5/14/2021,5,3546,9,F,0,0,0,0,0,0,0,1,0,
5/14/2021,5,3810,9,B,0,1,0,0,0,0,0,0,0,
5/14/2021,5,3473,18,G,0,0,0,0,0,0,1,0,0,
5/14/2021,5,3896,10,F,0,0,0,0,0,0,0,1,0,
5/14/2021,5,3697,16,G,0,0,0,0,0,0,0,1,0,
5/14/2021,5,3615,11,J,0,0,0,0,0,0,0,1,0,
5/20/2021,5,3197,3,A,0,0,0,0,0,0,2,0,0,
5/20/2021,5,3560,3,B,0,0,0,0,0,1,0,0,0,
5/20/2021,5,3200,4,F,0,0,0,0,0,0,1,0,0,
5/20/2021,5,5021,6,E,0,0,0,0,0,0,0,1,0,
5/20/2021,5,3649,11,A,0,0,0,0,0,0,0,1,0,
5/20/2021,5,3093,14,A,0,0,0,0,0,0,1,0,0,
5/20/2021,5,5045,13,C,0,0,0,0,0,0,1,0,0,
5/20/2021,5,3127,16,B,0,0,0,0,0,0,0,1,0,
5/20/2021,5,3833,16,B,0,0,0,0,0,0,1,0,0,
5/20/2021,5,3124,16,D,0,0,0,0,0,0,1,0,0,
5/20/2021,5,3135,18,D,0,0,0,0,0,0,1,0,0,
5/20/2021,5,3067,16,F,0,0,0,0,0,0,1,0,0,
5/20/2021,5,3476,12,E,0,0,0,0,0,0,0,1,0,
5/20/2021,5,3488,13,I,0,0,0,0,0,0,1,2,0,
5/20/2021,5,3470,13,I,0,0,0,0,0,0,0,1,0,
5/20/2021,5,5036,11,H,0,0,0,0,0,0,0,1,0,
5/20/2021,5,3144,14,J,0,0,0,0,0,0,0,1,0,
5/20/2021,5,3644,8,H,0,0,0,0,0,0,0,2,0,
5/20/2021,5,3546,9,F,0,0,0,0,0,0,0,1,0,
5/20/2021,5,3810,9,B,0,0,0,0,0,0,0,1,0,
5/20/2021,5,3473,18,G,0,0,0,0,0,0,0,1,0,
5/20/2021,5,3896,10,F,0,0,0,0,0,0,0,1,0,
5/20/2021,5,3697,16,G,0,0,0,0,0,0,0,1,0,
5/20/2021,5,3615,11,J,0,0,0,0,0,0,0,1,0,
5/27/2021,5,3197,3,A,0,0,0,0,0,0,2,0,0,
5/27/2021,5,3560,3,B,0,0,0,0,0,0,1,0,0,
5/27/2021,5,3200,4,F,0,0,0,0,0,0,0,1,0,
5/27/2021,5,5021,6,E,0,0,0,0,0,0,0,1,0,
5/27/2021,5,3649,11,A,0,0,0,0,0,0,0,1,0,
5/27/2021,5,3093,14,A,0,0,0,0,0,0,1,0,0,
5/27/2021,5,5045,13,C,0,0,0,0,0,0,1,0,0,
5/27/2021,5,3127,16,B,0,0,0,0,0,0,0,2,0,
5/27/2021,5,3833,16,B,0,0,0,0,0,0,1,0,0,
5/27/2021,5,3124,16,D,0,0,0,0,0,0,1,0,0,
5/27/2021,5,3135,18,D,0,0,0,0,0,0,1,0,0,
5/27/2021,5,3067,16,F,0,0,0,0,0,0,1,0,0,
5/27/2021,5,3476,12,E,0,0,0,0,0,0,0,1,0,
5/27/2021,5,3488,13,I,0,0,0,0,0,0,1,2,0,
5/27/2021,5,3470,13,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
5/27/2021,5,5036,11,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
5/27/2021,5,3144,14,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
5/27/2021,5,3644,8,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
5/27/2021,5,3546,9,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
5/27/2021,5,3810,9,B,0,0,0,0,0,0,0,1,0,
5/27/2021,5,3473,18,G,0,0,0,0,0,0,0,1,0,
5/27/2021,5,3896,10,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
5/27/2021,5,3697,16,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
5/27/2021,5,3615,11,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/4/2021,5,3197,3,A,0,0,0,0,0,0,2,0,0,
6/4/2021,5,3560,3,B,0,0,0,0,0,0,0,1,0,
6/4/2021,5,3200,4,F,0,0,0,0,0,0,0,1,0,
6/4/2021,5,5021,6,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/4/2021,5,3649,11,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/4/2021,5,3093,14,A,0,0,0,0,0,0,1,0,0,
6/4/2021,5,5045,13,C,0,0,0,0,0,0,1,0,0,
6/4/2021,5,3127,16,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/4/2021,5,3833,16,B,0,0,0,0,0,0,1,0,0,
6/4/2021,5,3124,16,D,0,0,0,0,0,0,0,1,0,
6/4/2021,5,3135,18,D,0,0,0,0,0,0,0,1,0,
6/4/2021,5,3067,16,F,0,0,0,0,0,0,1,0,0,
6/4/2021,5,3476,12,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/4/2021,5,3488,13,I,0,0,0,0,0,0,1,2,0,
6/4/2021,5,3470,13,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/4/2021,5,5036,11,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/4/2021,5,3144,14,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/4/2021,5,3644,8,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/4/2021,5,3546,9,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/4/2021,5,3810,9,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/4/2021,5,3473,18,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/4/2021,5,3896,10,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/4/2021,5,3697,16,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/4/2021,5,3615,11,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/10/2021,5,3197,3,A,0,0,0,0,0,0,2,0,0,
6/10/2021,5,3560,3,B,0,0,0,0,0,0,0,1,0,
6/10/2021,5,3200,4,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/10/2021,5,5021,6,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/10/2021,5,3649,11,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/10/2021,5,3093,14,A,0,0,0,0,0,0,1,0,0,
6/10/2021,5,5045,13,C,0,0,0,0,0,0,1,0,0,
6/10/2021,5,3127,16,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/10/2021,5,3833,16,B,0,0,0,0,0,0,1,0,0,
6/10/2021,5,3124,16,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/10/2021,5,3135,18,D,0,0,0,0,0,0,0,1,0,
6/10/2021,5,3067,16,F,0,0,0,0,0,0,1,0,0,
6/10/2021,5,3476,12,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/10/2021,5,3488,13,I,0,0,0,0,0,0,1,2,0,
6/10/2021,5,3470,13,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/10/2021,5,5036,11,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/10/2021,5,3144,14,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/10/2021,5,3644,8,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/10/2021,5,3546,9,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/10/2021,5,3810,9,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/10/2021,5,3473,18,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/10/2021,5,3896,10,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/10/2021,5,3697,16,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/10/2021,5,3615,11,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/16/2021,5,3197,3,A,0,0,0,0,0,0,2,0,0,
6/16/2021,5,3560,3,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/16/2021,5,3200,4,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/16/2021,5,5021,6,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/16/2021,5,3649,11,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/16/2021,5,3093,14,A,0,0,0,0,0,0,1,0,0,
6/16/2021,5,5045,13,C,0,0,0,0,0,0,1,0,0,
6/16/2021,5,3127,16,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/16/2021,5,3833,16,B,0,0,0,0,0,0,1,0,0,
6/16/2021,5,3124,16,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/16/2021,5,3135,18,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/16/2021,5,3067,16,F,0,0,0,0,0,0,1,0,0,
6/16/2021,5,3476,12,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/16/2021,5,3488,13,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/16/2021,5,3470,13,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/16/2021,5,5036,11,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/16/2021,5,3144,14,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/16/2021,5,3644,8,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/16/2021,5,3546,9,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/16/2021,5,3810,9,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/16/2021,5,3473,18,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/16/2021,5,3896,10,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/16/2021,5,3697,16,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/16/2021,5,3615,11,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
4/22/2021,6,3070,4,G,0,1,0,0,0,0,0,0,0,
4/22/2021,6,3748,5,E,0,0,1,0,0,0,0,0,0,
4/30/2021,6,3070,4,G,0,0,0,1,0,0,0,0,0,
4/30/2021,6,3748,5,E,0,0,0,0,1,0,0,0,0,
4/30/2021,6,3358,12,D,0,0,0,0,1,0,0,0,0,
4/30/2021,6,3345,12,D,0,0,0,0,1,0,0,0,0,
4/30/2021,6,3456,13,B,0,0,1,0,0,0,0,0,0,
4/30/2021,6,3136,16,B,0,0,0,1,0,0,0,0,0,
4/30/2021,6,3141,15,E,0,0,1,1,0,0,0,0,0,
4/30/2021,6,3466,19,B,0,0,0,1,0,0,0,0,0,
4/30/2021,6,3173,18,F,1,0,0,0,0,0,0,0,0,
4/30/2021,6,3140,18,F,0,1,0,0,0,0,0,0,0,
4/30/2021,6,3643,18,H,0,2,0,0,0,0,0,0,0,
4/30/2021,6,3630,16,I,0,0,0,1,0,0,0,0,0,
4/30/2021,6,3518,10,I,0,0,0,0,1,0,0,0,0,
4/30/2021,6,3648,16,F,0,0,0,0,0,0,0,0,0,
4/30/2021,6,3372,14,G,0,0,0,0,0,0,0,0,0,
5/7/2021,6,3070,4,G,0,0,0,0,1,0,0,0,0,
5/7/2021,6,3748,5,E,0,1,0,0,1,0,0,0,0,
5/7/2021,6,3358,12,D,0,0,1,0,1,0,0,0,0,
5/7/2021,6,3345,12,D,0,1,1,0,1,0,0,0,0,
5/7/2021,6,3456,13,B,0,0,0,1,0,0,0,0,0,
5/7/2021,6,3136,16,B,0,1,0,1,0,0,0,0,0,
5/7/2021,6,3141,15,E,0,0,1,0,2,0,0,0,0,
5/7/2021,6,3466,19,B,0,0,0,0,1,0,0,0,0,
5/7/2021,6,3173,18,F,0,0,1,0,0,0,0,0,0,
5/7/2021,6,3140,18,F,0,0,1,0,0,0,0,0,0,
5/7/2021,6,3643,18,H,0,0,0,2,0,0,0,0,0,
5/7/2021,6,3630,16,I,0,0,0,0,1,0,0,0,0,
5/7/2021,6,3518,10,I,0,0,1,0,1,0,0,0,0,
5/7/2021,6,3489,13,B,0,0,1,0,0,0,0,0,0,
5/7/2021,6,3319,11,A,0,0,2,0,0,0,0,0,0,
5/7/2021,6,3669,14,E,0,1,0,1,0,0,0,0,0,
5/7/2021,6,3454,15,H,0,0,0,1,0,0,0,0,0,
5/7/2021,6,3648,16,F,0,0,0,2,0,0,0,0,0,
5/7/2021,6,3372,14,G,1,0,0,1,0,0,0,0,0,
5/13/2021,6,3070,4,G,0,1,1,0,1,0,0,0,0,
5/13/2021,6,3748,5,E,0,0,1,0,1,0,0,0,0,
5/13/2021,6,3358,12,D,0,0,1,1,0,1,0,0,0,
5/13/2021,6,3345,12,D,0,0,0,1,1,1,0,0,0,
