Year,Plot,Tag,Xcoor,Ycoor,No.leaves,Leaf.length,No.umbels,Stalk_Height,umbel.diam,YrTag,notes,tag.pulled,problem.tag,,,,
2023,6,3777,15,G,2,18,1,35,4.5,2021,,,,,,,
2023,6,3733,15,G,0,NA,NA,NA,NA,2021,NP,,,,,,
2023,6,3725,15,G,4,16,2,24,SOS,2021,,,,,,,
2023,6,3454,15,H,0,NA,NA,NA,NA,2018,NP. Tag pulled.,1,,,,,
2023,6,3136,16,B,6,24,3,45,SOS,2016,,,,,,,
2023,6,3887,16,D,4,17,3,44,SOS,2017,,,,,,,
2023,6,3648,16,F,4,17,2,30,SOS,2016,stalks are same height,,,,,,
2023,6,3630,16,I,4,26.5,2,49,SOS,2016,,,,,,,
2023,6,3465,17,F,1,7,0,NA,NA,2019,,,,,,,
2023,6,3767,17,G,2,15.5,1,22,1.5,2021,,,,,,,
2023,6,3541,18,A,0,NA,NA,NA,NA,2017,NP. Tag pulled.,1,,,,,
2023,6,3747,18,A,0,NA,NA,NA,NA,2020,NP. Tag pulled.,1,,,,,
2023,6,3743,18,A,1,19,1,32,4,2021,,,,,,,
2023,6,3005,18,E,2,18,1,30,4,2016,"at some point we saw 4 umbels, but now there's only 1",,,,,,
2023,6,3140,18,F,5,19,4,30,SOS,2016,,,,,,,
2023,6,3173,18,F,2,20,1,26,5,2016,,,,,,,
2023,6,3955,18,G,4,20,2,15,SOS,2021,,,,,,,
2023,6,3374,18,H,4,17.5,1,29,5.5,2017,,,,,,,
2023,6,3643,18,H,2,18,1,22,4,2016,,,,,,,
2023,6,3466,19,B,5,23.5,3,42,SOS,2019,edge of plot,,,,,,
2023,6,3142,19,D,1,17,2,23,SOS,2016,,,,,,,
2023,6,3570,19,F,4,14,2,28,SOS,2016,,,,,,,
2023,6,3773,19,F,5,20,3,40,SOS,2021,phenology not tracked,,,,,,
2023,6,3729,19,F,4,27,2,43,SOS,2021,,,,,,,
2023,7,3453,0,C,0,NA,NA,NA,NA,2018,NP,,,,,,
2023,7,3981,0,D,1,14,1,38,6,2017,,,,,,,
2023,7,3308,0,I,NA,NA,NA,NA,NA,2017,NPNT > 2 years,,,,,,
2023,7,5050,1,A,NA,NA,1,36,6,2021,leaves eaten off. Did not track phenology.,,,,,,
2023,7,3069,1,C,2,22,1,27,NA,2016,umbel dead,,,,,,
2023,7,3915,1,F,0,NA,NA,NA,NA,2017,New tag is 5051. NP in 2023. NT in 2022. Pulled tag 2023. ,1,1,,,,
2023,7,5051,1,F,0,NA,NA,NA,NA,2021,new tag for 3915. NP.,,1,,,,
2023,7,3370,2,A,0,NA,NA,NA,NA,2017,NP,,,,,,
2023,7,5049,2,D,5,17,4,27,SOS,2021,1 stalk broken (2 umbels broken),,,,,,
2023,7,3452,2,E,5,17,3,42,SOS,2018,,,,,,,
2023,7,3375,3,C,3,10,2,35.5,SOS,2017,both umbels dead,,,,,,
2023,7,3636,3,J,0,NA,1,NA,NA,2017,made 1 umbel earlier but now gone & senesced; no seeds or plant,,,,,,
2023,7,5052,3,J,3,24,2,34,SOS,2021,1 umbel dead,,,,,,
2023,7,3450,4,H,3,22.5,3,53,SOS,2018,,,,,,,
2023,7,5053,4,J,4,14,2,39,SOS,2021,1 umbel dead,,,,,,
2023,7,3401,5,H,2,19.5,1,37,5,2020,,,,,,,
2023,7,3089,5,I,2,18,2,31.5,SOS,2017,,,,,,,
2023,7,7544,6,G,1,16.5,1,40,6.5,2022,,,,,,,
2023,7,3443,7,A,2,18.5,1,53,4,2018,on plot edge. Did not track phenology.,,,,,,
2023,7,3044,7,D,3,30.5,2,55,SOS,2016,,,,,,,
2023,7,3688,7,H,0,NA,1,NA,NA,2016,gone girl! Had a flower last week but is gone now,,,,,,
2023,7,3368,7,I,2,14,1,22,2,2017,,,,,,,
2023,7,3874,8,C,3,20,2,41,SOS,2016,,,,,,,
2023,7,3100,9,B,2,28,1,43,5.5,2017,,,,,,,
2023,7,5047,9,B,3,20,2,38,SOS,2021,,,,,,,
2023,7,3296,9,C,6,16,3,49,SOS,2016,tag says 3298!,,,,,,
2023,7,3994,9,J,3,23,3,56.5,SOS,2016,,,,,,,
2023,7,3866,10,B,3,26,1,38,6,2016,,,,,,,
2023,7,7529,11,A,2,19,0,NA,NA,2022,,,,,,,
2023,7,5048,11,E,1,20,1,35,3,2021,,,,,,,
2023,7,3402,11,I,0,NA,NA,NA,NA,2020,NP,,,,,,
2023,7,5054,11,J,4,33,2,58,SOS,2021,stalks are same height,,,,,,
2023,7,3131,12,F,NA,NA,NA,NA,NA,2016,NPNT > 2 years,,,,,,
2023,7,3403,12,I,2,24.5,1,24.5,7,2020,,,,,,,
2023,7,3406,12,J,1,17,0,NA,NA,2020,,,,,,,
2023,7,5055,12,J,NA,NA,NA,NA,NA,2021,NPNT > 2 years,,,,,,
2023,7,3513,13,C,NA,NA,NA,NA,NA,2016,NPNT > 2 years. Lots of moss!,,,,,,
2023,7,3696,13,D,NA,NA,NA,NA,NA,2016,NPNT > 2 years. Lots of moss!,,,,,,
2023,7,3150,13,G,1,20.5,1,38,5,2019,,,,,,,
2023,7,3357,13,G,NA,NA,NA,NA,NA,2016,NPNT > 2 years,,,,,,
2023,7,5041,13,G,1,20,1,37,5,2021,next to 3150,,,,,,
2023,7,5056,14,J,2,28,2,34,SOS,2021,,,,,,,
2023,7,3447,15,D,1,32,0,NA,NA,2018,,,,,,,
2023,7,3177,15,E,1,17,0,NA,NA,2019,,,,,,,
2023,7,3404,15,H,0,NA,NA,NA,NA,2020,NP,,,,,,
2023,7,3405,15,H,1,16.5,0,NA,NA,2020,,,,,,,
2023,7,3409,16,B,2,23,1,53,5,2020,not tracked for phenology.,,,,,,
2023,7,3446,16,C,6,24,5,67,SOS,2018,3 umbels dead,,,,,,
2023,7,3407,16,D,1,17,1,34,NA,2020,"umbel eaten off, leaf munched",,,,,,
2023,7,5032,16,D,4,26,3,45,SOS,2021,2 umbels dead,,,,,,
2023,7,5040,16,D,0,NA,NA,NA,NA,2021,NP,,,,,,
2023,7,7538,16,F,0,NA,NA,NA,NA,2022,NP,,,,,,
2023,7,3408,17,C,2,29,1,56,NA,2020,not tracking phenology. Umbel eaten off.,,,,,,
2023,7,5037,17,E,2,23,1,28,NA,2021,umbel dead. Not tracking phenology.,,,,,,
2023,7,5038,17,J,4,24,1,51,2,2021,,,,,,,
2023,7,3176,18,I,1,21.5,1,34,4.5,2019,,,,,,,
2023,7,7520,18,I,0,NA,NA,NA,NA,2022,NP,,,,,,
2023,9,3639,11,0.09,1,35,0,NA,NA,2017,11K=11A,,,,,,
2023,9,3059,11,0.21,NA,NA,NA,NA,NA,2017,NPNT > 2 years,,,,,,
2023,9,3731,11,L,2,22,0,NA,NA,2021,maybe 3059? 11B (div),,,,,,
2023,9,3609,11,P,3,24,1,58,6,2021,11E (div),,,,,,
2023,9,3770,12,L,2,20,0,NA,NA,2021,maybe 3059? 12B (div),,,,,,
2023,9,3690,12,R,1,12,0,NA,NA,2021,12H (div),,,,,,
2023,9,3442,13,0.08,1,31,0,NA,NA,2018,13B (div),,,,,,
2023,9,3183,13,0.19,3,24,1,20,7,2017,13B (div),,,,,,
2023,9,3143,14,0.95,3,18,2,52,SOS,2017,14J (div),,,,,,
2023,9,3666,17,H,NA,NA,NA,NA,NA,2019,NPNT > 2 years. in demography plot.,,,,,,
2023,9,3683,17,H,5,32,0,NA,NA,2019,,,,,,,
2023,10,3190,1,B,3,23.5,2,60,SOS,2016,,,,,,,
2023,10,7513,4,C,1,20,0,NA,NA,2022,,,,,,,
2023,10,3547,4,F,3,21,1,54,11,2016,,,,,,,
2023,10,3378,5,D,6,17,3,53,SOS,2017,,,,,,,
2023,10,3353,5,E,6,21,4,66,SOS,2016,,,,,,,
2023,10,3655,6,B,5,18,3,64,SOS,2017,,,,,,,
2023,10,3637,6,B,0,NA,NA,NA,NA,2021,NP. Tag pulled.,1,,,,,
2023,10,7556,6,D,1,22,0,NA,NA,2022,,,,,,,
2023,10,3929,7,C,3,19,2,42,SOS,2021,,,,,,,
2023,10,7586,7,C,1,6,0,NA,NA,2022,,,,,,,
2023,12,3425,2,I,3,17,2,28,SOS,2020,,,,,,,
2023,12,3002,3,B,1,18,0,NA,NA,2016,,,,,,,
2023,12,3130,3,B,NA,NA,NA,NA,NA,2019,NPNT > 2 years,,,,,,
2023,12,3133,5,C,3,18,0,NA,NA,2019,,,,,,,
2023,12,3448,6,F,4,15,2,60,SOS,2018,,,,,,,
2023,12,3135,7,G,2,15,1,41,7,2019,,,,,,,
2023,12,3424,7,H,4,18.5,2,41,SOS,2020,,,,,,,
2023,12,7540,8,C,2,18,0,NA,NA,2022,,,,,,,
2023,12,3445,10,B,2,12,1,28,5,2018,,,,,,,
2023,12,3420,10,H,1,12,0,NA,NA,2020,,,,,,,
2023,12,3181,11,B,1,13,0,NA,NA,2019,,,,,,,
2023,12,7578,11,B,6,17.5,4,46,SOS,2022,,,,,,,
2023,12,3145,11,D,4,22,0,NA,NA,2019,,,,,,,
2023,12,3551,11,H,3,16,2,45,SOS,2016,,,,,,,
2023,12,3876,11,H,0,NA,NA,NA,NA,2016,NP,,,,,,
2023,12,3449,12,B,5,16,3,43,SOS,2018,,,,,,,
2023,12,7530,12,E,2,18,1,29,5,2022,,,,,,,
2023,12,3137,12,G,2,16,0,NA,NA,2019,,,,,,,
2023,12,3131,13,H,2,16.5,1,35,5.5,2019,,,,,,,
2023,12,3134,13,H,4,23,2,49,SOS,2019,,,,,,,
2023,12,3422,13,H,3,10,3,37,SOS,2020,stem of third umbel broken; first umbel dead,,,,,,
2023,12,3423,13,H,1,18,0,NA,NA,2020,,,,,,,
2023,12,3444,13,H,0,NA,NA,NA,NA,2018,NP. Tag pulled.,1,,,,,
2023,12,3815,13,H,1,10,0,NA,NA,2021,,,,,,,
2023,12,3369,14,C,1,16,0,NA,NA,2017,,,,,,,
2023,12,3419,14,C,0,NA,NA,NA,NA,2020,NP. Tag pulled.,1,,,,,
2023,12,3439,14,G,2,17,1,32,4.5,2018,,,,,,,
2023,12,3761,14,G,3,10,2,37,SOS,2021,,,,,,,
2023,12,3578,15,A,7,19.5,4,44,SOS,2016,1 umbel dead,,,,,,
2023,12,3049,15,B,2,27,1,44,6,?,,,,,,,
2023,12,3421,15,C,1,13,0,NA,NA,2020,,,,,,,
2023,12,3834,15,C,0,NA,NA,NA,NA,2016,NP,,,,,,
2023,12,3366,15,D,1,20,0,NA,NA,2017,,,,,,,
2023,12,3354,15,G,2,13,0,NA,NA,2016,,,,,,,
2023,12,3129,15,H,4,19,1,34,4,2019,,,,,,,
2023,12,3414,15,H,0,NA,NA,NA,NA,2020,NP. Tag pulled.,1,,,,,
2023,12,3146,16,B,1,25,0,NA,NA,2019,,,,,,,
2023,12,3140,16,C,2,12,0,NA,NA,2019,,,,,,,
2023,12,3149,16,C,1,15,0,NA,NA,2019,,,,,,,
2023,12,3394,16,C,0,NA,NA,NA,NA,2017,NP. Tag pulled.,1,,,,,
2023,12,3410,16,C,2,18,0,NA,NA,2020,,,,,,,
2023,12,3376,16,E,1,21,0,NA,NA,2017,,,,,,,
2023,12,7507,16,F,1,11,0,NA,NA,2022,,,,,,,
2023,12,7541,16,F,1,10,0,NA,NA,2022,,,,,,,
2023,12,3413,16,I,2,13,0,NA,NA,2020,,,,,,,
2023,12,3139,17,A,4,17,0,NA,NA,2019,,,,,,,
2023,12,3147,17,B,3,22,2,43,SOS,2019,,,,,,,
2023,12,3395,17,C,3,16,1,24,8,2017,,,,,,,
2023,12,3148,17,D,2,6,0,NA,NA,2019,,,,,,,
2023,12,3386,17,D,1,12,0,NA,NA,2017,,,,,,,
2023,12,3451,17,D,1,13,0,NA,NA,2018,,,,,,,
2023,12,3938,17,F,1,11,0,NA,NA,2021,,,,,,,
2023,12,3415,17,H,2,18,0,NA,NA,2020,,,,,,,
2023,12,3536,18,A,6,16,4,52,SOS,2016,,,,,,,
2023,12,3418,18,C,2,22,0,NA,NA,2020,,,,,,,
2023,12,3388,18,E,1,8,0,NA,NA,2017,,,,,,,
2023,12,3132,18,F,1,14,0,NA,NA,2019,,,,,,,
2023,12,3417,18,F,2,17.5,0,NA,NA,2020,,,,,,,
2023,12,7511,18,F,2,11,0,NA,NA,2022,,,,,,,
2023,12,3416,18,G,1,10,0,NA,NA,2020,,,,,,,
2023,12,3768,18,G,2,18,0,NA,NA,2021,,,,,,,
2023,12,3226,19,D,2,8,0,NA,NA,2021,,,,,,,
2023,12,3758,19,H,2,21,0,NA,NA,2021,,,,,,,
2023,13,3027,0,C,0,NA,NA,NA,NA,2016,NP,,,,,,
2023,13,3421,0,C,2,17,2,28,SOS,2018,1 umbel dead,,,,,,
2023,13,3422,0,C,2,16.5,1,30,6,2018,,,,,,,
2023,13,3428,0,D,NA,NA,1,24,NA,2018,dead umbel. leaves eaten off,,,,,,
2023,13,3429,0,D,5,14,2,39,SOS,2018,,,,,,,
2023,13,3431,0,D,6,17,5,41,SOS,2018,,,,,,,
2023,13,3726,0,E,3,18,1,38,3,2021,,,,,,,
2023,13,3980,0,F,4,12,2,38,SOS,2016,,,,,,,
2023,13,3769,0,G,5,10,3,35,SOS,2021,probably replacement tag for 3558 (was pulled),,,,,,
2023,13,3096,0,H,2,25,1,37.5,3,2021,,,,,,,
2023,13,3112,0,J,0,NA,NA,NA,NA,2019,NP,,,,,,
2023,13,3299,1,G,0,NA,NA,NA,NA,2021,NP,,,,,,
2023,13,3187,1,J,7,14,4,45.5,SOS,2016,1 umbel dead?,,,,,,
2023,13,3441,2,B,5,15,3,45,SOS,2018,1 dead umbel,,,,,,
2023,13,3178,2,C,3,13,2,33,SOS,2017,old tag=3387,,,,,,
2023,13,3595,2,F,NA,NA,NA,NA,NA,2016,NPNT; NP previous year,,,,,,
2023,13,3978,2,F,7,13.5,4,36,SOS,2021,,,,,,,
2023,13,3604,2,H,10,9,6,36,SOS,2016,2 umbels dead,,,,,,
2023,13,3433,3,A,3,15,3,26,SOS,2018,1 umbel dead,,,,,,
2023,13,3336,3,C,4,10,4,34,SOS,2016,2 umbels dead,,,,,,
2023,13,3026,3,E,3,15.5,1,25,3,2021,can't read note,,1,,,,
2023,13,7527,3,F,3,14,2,29,SOS,2022,in rocks,,,,,,
2023,13,3120,3,H,7,16,5,39,SOS,2019,2 umbels dead,,,,,,
2023,13,3367,3,H,5,15,4,35,SOS,2017,1 umbel dead,,,,,,
2023,13,3400,3,H,4,17,2,30,SOS,2017,,,,,,,
2023,13,3880,4,C,4,10,3,25,SOS,2016,new tag is 7537. 1 dead umbel.,,1,,****should I say this is tag pulled? ,,
2023,13,3559,4,C,0,NA,NA,NA,NA,2021,NP. Tag pulled. Next to 7537.,1,,,,,
2023,13,3778,4,H,2,12.5,1,22,4.5,2021,,,,,,,
2023,13,3155,5,A,5,18.5,3,59,SOS,2016,"1 umbel dead, 1 eaten",,,,,,
2023,13,3826,5,A,5,12,3,25.5,SOS,2016,1 umbel dead,,,,,,
2023,13,3382,5,C,4,5,2,29,SOS,2017,,,,,,,
2023,13,3123,5,H,11,13,9,39,SOS,2016,3 umbels dead,,,,,,
2023,13,3384,6,G,2,17.5,1,12,2.5,2017,,,,,,,
2023,13,3427,6,I,4,16,3,30,SOS,2020,,,,,,,
2023,13,7589,6,I,2,13,2,30,SOS,2022,1 umbel dead,,,,,,
2023,13,3390,7,G,4,13,2,28,SOS,2017,,,,,,,
2023,13,3780,7,J,7,11,3,32,SOS,2021,not tracking phenology,,,,,,
2023,13,7592,7,J,2,12,3,40,SOS,2022,,,,,,,
2023,13,3391,7,K,3,13,2,38,SOS,2018,"In 7G, not K. Next to 3390.",,,,,,
2023,13,3638,8,C,3,20,1,21,4,2016,new flower this week!,,,,,,
2023,13,3727,8,D,0,NA,NA,NA,NA,2021,NP. Tag pulled.,1,,,,,
2023,13,3114,8,H,2,9,0,NA,NA,2019,,,,,,,
2023,13,3694,9,A,3,11,2,3,SOS,2018,,,,,,,
2023,13,3088,9,B,5,8.5,3,28,SOS,2016,,,,,,,
2023,13,3590,9,C,0,NA,1,NA,NA,2021,"had a bud on 5/4, but now plant is gone",,,,,,
2023,13,7571,9,G,3,12.5,2,30,SOS,2022,,,,,,,
2023,13,3119,9,H,6,13,4,24,SOS,2017,,,,,,,
2023,13,3141,10,A,NA,NA,NA,NA,NA,2019,"moss + plant but no tag, so NPNT > 2 years",,,,,,
2023,13,3616,10,B,3,15,3,48,SOS,2016,2 umbels eaten,,,,,,
2023,13,3018,10,G,6,12,5,32,SOS,2017,,,,,,,
2023,13,3642,10,G,7,13,5,32,SOS,2016,,,,,,,
2023,13,3143,11,A,3,13,2,32,SOS,2019,,,,,,,
2023,13,3775,11,G,7,13,3,38,SOS,2021,,,,,,,
2023,13,3118,11,H,3,18,3,30,SOS,2019,,,,,,,
2023,13,3658,11,I,2,10,1,23,5,2016,,,,,,,
2023,13,3138,12,A,1,10,0,NA,NA,2019,,,,,,,
2023,13,3333,12,A,3,6,2,29,SOS,2016,1 umbel dead,,,,,,
2023,13,3593,12,A,4,18,2,28,SOS,2021,,,,,,,
2023,13,3396,12,B,6,17,3,33,SOS,2017,,,,,,,
2023,13,3389,12,F,8,20,4,40,SOS,2017,tag is 3481,,1,********,,,
2023,13,3108,12,G,3,13,2,25,SOS,2019,,,,,,,
2023,13,3167,12,G,10,3,2,30,SOS,2016,1 umbel dead,,,,,,
2023,13,3997,12,G,4,19,3,35,SOS,2021,,,,,,,
2023,13,3756,12,G,2,13,1,30,4,2021,,,,,,,
2023,13,7532,12,H,1,11,1,33,5,2022,,,,,,,
2023,13,3620,12,J,5,13,3,7,SOS,2016,,,,,,,
2023,13,3128,13,H,4,15,2,35,SOS,2016,,,,,,,
2023,13,3675,13,I,7,16,4,35,SOS,2016,,,,,,,
2023,13,3373,13,J,3,14,2,31,SOS,2017,,,,,,,
2023,13,3136,14,A,2,11,2,24,SOS,2019,,,,,,,
2023,13,3196,14,A,NA,NA,NA,NA,NA,2019,NPNT; maybe eaten by dactylis,,,,,,
2023,13,3042,14,B,NA,NA,NA,NA,NA,2021,NPNT,,,,,,
2023,13,3500,14,C,3,16,2,33,SOS,2019,,,,,,,
2023,13,3724,14,C,4,19,2,34,SOS,2021,,,,,,,
2023,13,3498,14,D,2,12,1,26,4,2019,,,,,,,
2023,13,3515,14,G,7,12,5,35,SOS,2018,,,,,,,
2023,13,3359,14,H,2,12,1,27,4,2016,,,,,,,
2023,13,3705,14,H,4,15,3,34,SOS,2016,,,,,,,
2023,13,3179,15,B,4,10,2,36,SOS,2019,,,,,,,
2023,13,3492,15,C,0,NA,NA,NA,NA,2019,NP. Tag pulled.,1,,,,,
2023,13,3491,15,E,4,16,3,27,SOS,2019,closer to 14,,,,,,
2023,13,3605,15,F,5,15,3,38,SOS,2016,,,,,,,
2023,13,3358,16,A,2,11.5,1,28,4,2017,,,,,,,
2023,13,3853,16,A,8,15,5,35,SOS,2016,,,,,,,
2023,13,3478,16,B,5,15,2,32,SOS,2019,,,,,,,
2023,13,3494,16,D,5,15,3,33,SOS,2019,1 umbel dead,,,,,,
2023,13,3376,16,F,7,15,4,39,SOS,2017,,,,,,,
2023,13,3023,16,G,3,17,1,32,6,2016,,,,,,,
2023,13,3117,16,H,NA,NA,NA,NA,NA,2019,NPNT. NP in 2022.,,,,,,
2023,13,3154,16,J,5,20,1,18,0.5,2016,"a bud, prob won't make seeds",,,,,,
2023,13,3357,16,J,5,22,2,34,SOS,2017,,,,,,,
2023,13,3387,17,A,0,NA,NA,NA,NA,2017,tag is 3142. NP.,,1,,,,
2023,13,3396,17,A,2,14,0,NA,NA,2017,tag is 3989,,1,,,,
2023,13,3438,17,A,0,NA,NA,NA,NA,2018,NP,,,,,,
2023,13,3953,17,A,3,17,0,NA,NA,2021,,,,,,,
2023,13,3126,17,B,2,14,1,24,5,2019,,,,,,,
2023,13,3164,17,C,1,12,1,28.5,4,2017,tag says 3614,,1,,,,
2023,13,3497,17,C,2,20,2,30,SOS,2019,,,,,,,
2023,13,3628,17,D,4,14.5,3,27,SOS,2016,,,,,,,
2023,13,3397,17,G,6,16.5,3,30,SOS,2017,,,,,,,
2023,13,7514,17,G,1,15,1,30.5,5.5,2022,,,,,,,
2023,13,3180,17,H,6,20,3,37,SOS,2019,,,,,,,
2023,13,3392,18,C,1,15.5,0,NA,NA,2017,,,,,,,
2023,13,3830,18,C,0,NA,NA,NA,NA,2016,NP. Tag pulled.,1,,,,,
2023,13,3377,18,D,3,12,2,38,SOS,2017,,,,,,,
2023,13,3573,18,D,0,NA,NA,NA,NA,2016,,,,,,,
2023,13,3383,18,I,5,12.5,3,30,SOS,2017,,,,,,,
2023,13,3781,19,C,2,20,2,25.5,SOS,2021,,,,,,,
2023,13,3681,19,D,1,11,0,NA,NA,2016,,,,,,,
2023,13,3061,19,E,5,15,3,40,SOS,2016,,,,,,,
2023,13,3701,19,E,0,NA,NA,NA,NA,2016,NP,,,,,,
2023,13,3565,19,F,5,15,3,36,SOS,2016,,,,,,,
2023,13,3617,19,G,4,18.5,2,41,SOS,2016,,,,,,,
2023,14,3004,0,A,1,20,0,NA,NA,2021,,,,,,,
2023,14,7566,0,D,3,27,0,NA,NA,2022,,,,,,,
2023,14,3699,0,E,3,21,2,58,SOS,2021,,,,,,,
2023,14,3752,0,H,3,21.5,1,29,5,2021,,,,,,,
2023,14,3433,0,I,1,16.5,0,NA,NA,2020,,,,,,,
2023,14,3459,1,A,3,16.5,2,39,SOS,2019,,,,,,,
2023,14,3495,1,A,3,11,2,47,SOS,2019,1 umbel dead,,,,,,
2023,14,3464,1,B,2,13,1,39,5,2019,,,,,,,
2023,14,3431,1,F,4,22,2,56,2,2020,1 umbel dead,,,,,,
2023,14,3754,1,F,2,22,1,51,8,2021,,,,,,,
2023,14,3058,2,A,3,19.5,2,30,SOS,2016,are both dead? No explanation for NA,,1,,,,
2023,14,3350,2,A,1,16,0,NA,NA,2016,,,,,,,
2023,14,3379,2,A,3,17,2,45,SOS,2017,,,,,,,
2023,14,7574,2,A,0,NA,NA,NA,NA,2022,NP. Tag pulled.,1,,,,,
2023,14,3711,2,G,3,27.5,1,52,5,2021,,,,,,,
2023,14,3432,2,J,2,29,2,59,6.5,2020,1 umbel broke,,,,,,
2023,14,3469,3,A,5,13.5,4,34,SOS,2019,,,,,,,
2023,14,3035,3,B,2,20,1,37.5,4,2016,,,,,,,
2023,14,7577,3,B,1,23,0,NA,NA,2022,,,,,,,
2023,14,3776,3,J,3,17,2,59,SOS,2021,on edge of plot,,,,,,
2023,14,3382,4,A,2,13,1,38,5,2017,,,,,,,
2023,14,3689,4,B,2,10,1,28,2.5,2016,,,,,,,
2023,14,3158,4,C,4,18,3,48,SOS,2021,,,,,,,
2023,14,3380,5,A,0,NA,NA,NA,NA,2017,NP. Tag pulled.,1,,,,,
2023,14,3435,5,A,1,21,0,NA,NA,2020,,,,,,,
2023,14,3486,5,A,2,28.5,0,NA,NA,2019,,,,,,,
2023,14,3463,5,B,1,23,0,NA,NA,2019,,,,,,,
2023,14,7575,5,B,1,19,0,NA,NA,2022,,,,,,,
2023,14,7528,5,B,2,12,1,28,2.5,2022,next to 3380,,,,,,
2023,14,3468,5,C,2,20,0,NA,NA,2019,,,,,,,
2023,14,3671,5,C,5,15,3,36,SOS,2016,"more like 6D/E, near 3926",,,,,,
2023,14,3385,5,D,3,23,0,NA,NA,2017,,,,,,,
2023,14,3475,5,D,3,16,1,12,5,2019,,,,,,,
2023,14,3926,5,D,6,17,4,35,SOS,2016,,,,,,,
2023,14,7518,5,D,1,9.5,0,NA,NA,2022,,,,,,,
2023,14,3913,5,E,4,16,3,49,SOS,2016,,,,,,,
2023,14,3398,6,A,0,NA,NA,NA,NA,2017,NP. Tag pulled.,1,,,,,
2023,14,3032,6,B,0,NA,NA,NA,NA,2016,NP. Tag pulled.,1,,,,,
2023,14,3300,6,B,3,18,1,36,6,2016,,,,,,,
2023,14,3430,6,B,4,22.5,2,52.5,SOS,2020,,,,,,,
2023,14,3534,6,B,NA,NA,NA,NA,NA,2021,NPNT. NP in 2022.,,,,,,
2023,14,3487,6,C,1,27,0,NA,NA,2019,,,,,,,
2023,14,3816,6,G,2,16,1,50,11.5,2019,,,,,,,
2023,14,3520,7,A,2,20.5,1,40,4.5,2021,,,,,,,
2023,14,3434,7,B,1,16,0,NA,NA,2020,,,,,,,
2023,14,3305,7,B,3,16,2,45,SOS,2021,,,,,,,
2023,14,7557,7,G,3,19,1,52,9,2022,,,,,,,
2023,14,3661,7,I,0,NA,NA,NA,NA,2019,NP,,,,,,
2023,14,3460,7,J,0,NA,NA,NA,NA,2019,NP. Tag pulled.,1,,,,,
2023,14,3362,8,A,2,18,1,48,7,2017,,,,,,,
2023,14,3360,8,D,4,25,3,62,SOS,2017,1 umbel dead?,,,,,,
2023,14,3361,9,B,0,NA,NA,NA,NA,2017,,,,,,,
2023,14,3086,9,C,4,22.5,2,42,SOS,2018,,,,,,,
2023,14,3366,9,C,4,5,2,21.5,SOS,2017,leaves at base chewed off,,,,,,
2023,14,3885,9,D,2,32,1,47.5,7.5,2016,stalk broken,,,,,,
2023,14,7595,10,A,1,8.5,0,NA,NA,2022,,,,,,,
2023,14,3764,10,B,0,NA,NA,NA,NA,2021,NP. Tag pulled.,1,,,,,
2023,14,7594,10,B,1,16,0,NA,NA,2022,,,,,,,
2023,14,3607,10,D,2,21.5,1,53,7.5,2016,stalk broken,,,,,,
2023,14,3682,10,D,3,20,2,49.5,SOS,2021,,,,,,,
2023,14,3084,12,A,1,22.5,0,NA,NA,2016,,,,,,,
2023,14,7576,12,A,3,14,2,36.5,SOS,2022,on edge of plot,,,,,,
2023,14,3107,13,A,0,NA,NA,NA,NA,2016,NP. Tag pulled.,1,,,,,
2023,14,3482,13,B,0,NA,NA,NA,NA,2019,NP. Tag pulled.,1,,,,,
2023,14,3359,14,C,1,16.5,0,NA,NA,2017,,,,,,,
2023,14,3526,14,E,3,18,2,54.5,SOS,2019,,,,,,,
2023,14,3838,14,G,3,20,2,64.5,SOS,2021,,,,,,,
2023,14,3364,14,H,NA,NA,NA,NA,NA,2017,NPNT > 2 years,,,,,,
2023,14,3169,15,A,0,NA,NA,NA,NA,2016,NP,,,,,,
2023,14,3367,15,H,3,21,2,60,SOS,2017,Tag says 3363!!! 1 umbel dead,,1,********,,,
2023,14,3556,15,H,4,19,2,60,SOS,2019,,,,,,,
2023,14,3370,16,A,1,19.5,0,NA,NA,2017,,,,,,,
2023,14,3378,16,A,1,15.5,0,NA,NA,2017,,,,,,,
2023,14,3118,17,A,1,16,0,NA,NA,2016,,,,,,,
2023,14,3066,17,B,3,16.5,1,49.5,6,2019,,,,,,,
2023,14,3928,17,B,1,20,0,NA,NA,2016,,,,,,,
2023,14,3840,17,F,1,15,0,NA,NA,2019,,,,,,,
2023,14,3149,19,A,4,27,0,NA,NA,2016,outside of plot,,,,,,
2023,14,3530,19,C,1,17,0,NA,NA,2018,,,,,,,
2023,14,3101,19,D,1,15.5,0,NA,NA,2019,,,,,,,
2023,14,3829,19,D,1,13,0,NA,NA,2019,outside of plot,,,,,,
2023,14,3712,19,E,0,NA,NA,NA,NA,2019,NP. Tag pulled. Lots of digging ,1,,,,,
2023,14,3346,19,F,2,13,0,NA,NA,2019,,,,,,,
2023,14,3440,19,F,1,4,0,NA,NA,2018,,,,,,,
2023,14,3374,19,G,0,NA,NA,NA,NA,2017,NP,,,,,,
2023,14,3575,19,G,0,NA,NA,NA,NA,2016,NP,,,,,,
2023,14,3062,19,G,0,NA,NA,NA,NA,2021,NP. Tag pulled.,1,,,,,
2023,14,3722,19,H,0,NA,NA,NA,NA,2021,NP. Tag pulled.,1,,,,,
